date;rsi_10;mom_10;ema_5;ema_10;ema_20;ema_30;sma_5;sma_10;sma_20;sma_30;wma_5;wma_10;wma_20;wma_30;trima_5;trima_10;trima_20;trima_30;roc_10;rocr_10;adosc_10;ppo_10;volume;volume_t-1;volume_t-2;volume_t-3;volume_t-4;close;close_t-1;close_t-2;close_t-3;close_t-4;high;high_t-1;high_t-2;high_t-3;high_t-4;open;open_t-1;open_t-2;open_t-3;open_t-4;low;low_t-1;low_t-2;low_t-3;low_t-4;label
;0.0;-0.1646476726009496;;226.68346078445214;226.76585128256676;226.84908105889278;;226.68322573891191;226.76525035734863;226.84725517973064;;226.6588264326967;226.71335385189872;226.76797668288572;;226.6831627979409;226.76514235173792;226.8471507563274;-0.07260392496155621;0.9992739607503844;;-0.05055560619303935;;;;;;226.61052004473564;226.62751665088936;226.64174051904644;226.65665339298317;226.67461012709225;;;;;;;;;;;;;;;;0
;0.0;-0.16589937837554203;;226.66678074874042;226.74926740689733;226.8324771575473;;226.66663580107434;226.7486963775753;226.83077955461414;;226.64218913253777;226.69682720720243;226.75149058019585;;226.66672728265158;226.74872060858237;226.83073766848713;-0.07316154508947292;0.9992683845491053;;-0.05059161338914725;;;;;;226.59172058803776;226.61052004473564;226.62751665088936;226.64174051904644;226.65665339298317;;;;;;;;;;;;;;;;0
;0.0;-0.16396234375739027;;226.65008939373723;226.73266844397597;226.81586432778442;;226.65023956669862;226.73220615982365;226.81426494401964;;226.62552413165568;226.68028262802602;226.7349872732029;;226.65033625878092;226.7323099370026;226.81431958990868;-0.07231327062506843;0.9992768672937493;;-0.050664745494824796;;;;;;226.57497829622292;226.59172058803776;226.61052004473564;226.62751665088936;226.64174051904644;;;;;;;;;;;;;;;;0
;0.0;-0.16191027224073196;;226.63386800890106;226.7163068566581;226.79941319548468;;226.63404853947455;226.71593183536257;226.79789280156095;;226.60927544264467;226.66396506777025;226.71863932695248;;226.63399251841327;226.71593500850497;226.79792351893448;-0.07141332281529467;0.999285866771847;;-0.05065803110308138;;;;;;226.56087177713826;226.57497829622292;226.59172058803776;226.61052004473564;226.62751665088936;;;;;;;;;;;;;;;;0
;0.0;-0.163008656849712;;226.6178490806444;226.70006467064204;226.78304872503338;;226.61774767378955;226.69968223134902;226.7816188403697;;226.59322369064733;226.64775859806804;226.70237294643175;;226.61762507081002;226.69956523964487;226.78154318863878;-0.07190222725339535;0.999280977727466;;-0.05058200705383527;;;;;;226.54576390348944;226.56087177713826;226.57497829622292;226.59172058803776;226.61052004473564;;;;;;;;;;;;;;;;0
;0.0;-0.16548820441212797;;226.6014425630452;226.68364072428076;226.7665690159247;;226.60119885334834;226.68322802558333;226.76524342903582;;226.57683561065807;226.6313710744966;226.6859854879465;;226.60120259315886;226.68316360913943;226.7651490205059;-0.07300098827982548;0.9992699901172017;;-0.05055819243072481;;;;;;226.52761323384883;226.54576390348944;226.56087177713826;226.57497829622292;226.59172058803776;;;;;;;;;;;;;;;;0
;0.0;-0.16536434049777426;;226.58467951278143;226.66703168259636;226.74996751725823;;226.58466241929855;226.6666687297305;226.74873071170524;;226.56011687124823;226.61480133745005;226.66946951101482;;226.58478366857713;226.66674590200125;226.74873540935934;-0.0729522995120857;0.9992704770048791;;-0.05062484693143268;;;;;;226.50924578659448;226.52761323384883;226.54576390348944;226.56087177713826;226.57497829622292;;;;;;;;;;;;;;;;0
;0.0;-0.16280992059802202;;226.56816386907303;226.65053756733815;226.73344338533093;;226.56838142723873;226.65027421778623;226.73226643806572;;226.54360433544576;226.59834178913144;226.65302517299418;;226.56842323450257;226.65035557355364;226.7323297572649;-0.07183107937084321;0.9992816892062916;;-0.05067550770402601;;;;;;226.49384347238515;226.50924578659448;226.52761323384883;226.54576390348944;226.56087177713826;;;;;;;;;;;;;;;;0
;0.0;-0.16188876702474886;;226.55210712051823;226.63428177540325;226.71708263479485;;226.55219255053626;226.63405316264266;226.71596116709952;;226.52750803086082;226.58211107810627;226.63674035453974;;226.55208463614952;226.63399425920844;226.71594869160475;-0.07142936983011161;0.9992857063016989;;-0.05062903340896633;;;;;;226.4798517520217;226.49384347238515;226.50924578659448;226.52761323384883;226.54576390348944;;;;;;;;;;;;;;;;0
;0.0;-0.1640605005546547;;226.53598876230305;226.61801266825387;226.7007196357974;;226.5357865004808;226.61773850332648;226.6996731189106;;226.511374139915;226.56586374360074;226.62044970829686;;226.53569807075488;226.61761905245677;226.69957142353465;-0.07239213621502705;0.9992760786378497;;-0.05055956549877774;;;;;;226.4634561503347;226.4798517520217;226.49384347238515;226.50924578659448;226.52761323384883;;;;;;;;;;;;;;;;0
;0.0;-0.16583754542105567;;226.51938762357787;226.60150503311678;226.68420111086303;;226.51920274593868;226.60121424242539;226.68323448687877;;226.49480977606655;226.54938221940913;226.603998700581;;226.51927223912244;226.6012110742537;226.68317293086756;-0.07318175051551634;0.9992681824948448;;-0.05057824860733526;;;;;;226.44468249931458;226.4634561503347;226.4798517520217;226.49384347238515;226.50924578659448;;;;;;;;;;;;;;;;0
;0.0;-0.16435544102614585;;226.5026562642022;226.58492028205916;226.66763104867906;;226.50276720183606;226.58470150145527;226.66671998566233;;226.478112030807;226.53282516270306;226.58749100123472;;226.5028806132001;226.58480575270133;226.6667640008752;-0.07253373627227333;0.9992746626372773;;-0.050655406883195184;;;;;;226.4273651470116;226.44468249931458;226.4634561503347;226.4798517520217;226.49384347238515;;;;;;;;;;;;;;;;0
;0.0;-0.16195953586932887;;226.48635853622972;226.56854870856338;226.65120444943224;;226.48657124824913;226.5684054074739;226.65032785596557;;226.4617941323556;226.5164744254553;226.57112318024707;;226.48654399025816;226.56843624789903;226.65037405181525;-0.0714816512781824;0.9992851834872182;;-0.050667677880137395;;;;;;226.4130187603536;226.4273651470116;226.44468249931458;226.4634561503347;226.4798517520217;;;;;;;;;;;;;;;;0
;0.0;-0.16246370812601185;;226.4703675421902;226.55234483812995;226.6348950055342;;226.47032487743655;226.55218670845557;226.63406284938728;;226.4457644634034;226.50028420274467;226.55487029076622;;226.4701970720105;226.55208036705704;226.63400408945628;-0.07170863479277756;0.9992829136520722;;-0.050595246988836134;;;;;;226.39840806901225;226.4130187603536;226.4273651470116;226.44468249931458;226.4634561503347;;;;;;;;;;;;;;;;0
;0.0;-0.1650492213654502;;226.45406702217815;226.53599910898652;226.6184962749916;;226.45381995530002;226.5357838145448;226.61772813933274;;226.42947170061927;226.4839535335702;226.53852524771696;;226.4537927723264;226.5356959503139;226.61762502617464;-0.07285469325118976;0.9992714530674881;;-0.05055383994703808;;;;;;226.380714682124;226.39840806901225;226.4130187603536;226.4273651470116;226.44468249931458;;;;;;;;;;;;;;;;0
;0.0;-0.16556363207590152;;226.43733658210448;226.5194324892519;226.60195132833232;;226.4372635920924;226.5192312227204;226.6012398810864;;226.41278618179612;226.46740741806812;226.522029858197;;226.43737763449607;226.51928830652326;226.60122416660093;-0.07308761599187363;0.9992691238400813;;-0.05060982341862188;;;;;;226.36204960177292;226.380714682124;226.39840806901225;226.4130187603536;226.4273651470116;;;;;;;;;;;;;;;;0
;0.0;-0.1631594437194508;;226.4207456295173;226.5029233324541;226.5854439099157;;226.42094764772045;226.5028050335096;226.58476170239388;;226.3962085001202;226.4509174295114;226.5055683396027;;226.42101756101232;226.50290183328437;226.58482556977418;-0.07203213412011467;0.9992796786587989;;-0.05067383483212922;;;;;;226.34608634287503;226.36204960177292;226.380714682124;226.39840806901225;226.4130187603536;;;;;;;;;;;;;;;;0
;0.0;-0.161658807686905;;226.40464363591386;226.48666250695354;226.56910460377264;;226.40478176695177;226.48658159709535;226.56844340084146;;226.38006977593432;226.43466787057702;226.48927304684813;;226.40469237232617;226.48654904670738;226.5684516291311;-0.0713744820647233;0.9992862551793528;;-0.05064342442138792;;;;;;226.33218466469825;226.34608634287503;226.36204960177292;226.380714682124;226.39840806901225;;;;;;;;;;;;;;;;0
;0.0;-0.1634471072262329;;226.38860018298323;226.4704474724623;226.55280138061283;;226.38843705622918;226.4703148033828;226.55218112717154;;226.3640012082695;226.41846054178657;226.4730124819419;;226.38832789323376;226.47019046752473;226.55208722299923;-0.07216849797534453;0.9992783150202466;;-0.0505670252097722;;;;;;226.31640464479545;226.33218466469825;226.34608634287503;226.36204960177292;226.380714682124;;;;;;;;;;;;;;;;0
;0.0;-0.1656510461457117;;226.37209198683883;226.45400534215057;226.53635000794034;;226.3718719516146;226.45382922604776;226.53578298608923;;226.34752267153488;226.4020310466252;226.45660112562044;;226.37191455097724;226.45379768580455;226.535703826361;-0.07314692134511303;0.9992685307865489;;-0.050566817210641386;;;;;;226.297805104189;226.31640464479545;226.33218466469825;226.34608634287503;226.36204960177292;;;;;;;;;;;;;;;;0
;0.0;-0.1647248470307261;;226.35534028964702;226.43742937168707;226.51980856563992;;226.3553994669115;226.4373011064252;226.51927598392083;;226.3308109807474;226.3854718491239;226.44009626537496;;226.35552285934475;226.437398864571;226.51930513743773;-0.07274396784796577;0.9992725603215203;;-0.05064333411410384;;;;;;226.27995765228385;226.297805104189;226.31640464479545;226.33218466469825;226.34608634287503;;;;;;;;;;;;;;;;0
;0.0;-0.16212436647103345;;226.33895856071857;226.42103045824456;226.503384837569;;226.33918703026438;226.42097711605032;226.50286334439173;;226.31441849231626;226.3690851514206;226.42370689741495;;226.33919074555254;226.4210337995097;226.5029212380038;-0.07160104802957923;0.9992839895197042;;-0.05067428844364317;;;;;;226.26524078054058;226.27995765228385;226.297805104189;226.31640464479545;226.33218466469825;;;;;;;;;;;;;;;;0
;0.0;-0.16198905702734123;;226.32297149573816;226.4048399101571;226.48710386116625;;226.32298812456165;226.40477968640548;226.48659964650324;;226.29838988741838;226.3528996835421;226.40745956573332;;226.32286275985246;226.4046902470302;226.48656050694808;-0.07154582272443921;0.9992845417727556;;-0.050610007723410094;;;;;;226.25102970332625;226.26524078054058;226.27995765228385;226.297805104189;226.31640464479545;;;;;;;;;;;;;;;;0
;0.0;-0.1645227354725023;;226.3067740117021;226.38855852190784;226.47076718196453;;226.30653585101442;226.38843036422554;226.4703030893086;;226.2821893799598;226.3366240308882;226.39115541650983;;226.30647860029902;226.3883233927361;226.47019615401362;-0.07266956374638589;0.9992733043625361;;-0.05055314310325808;;;;;;226.23388533353975;226.25102970332625;226.26524078054058;226.27995765228385;226.297805104189;;;;;;;;;;;;;;;;0
;0.0;-0.1656574085925797;;226.2900982411256;226.37203459349104;226.45426976851724;;226.28997011015514;226.37189503272765;226.4538459130817;;226.26555691132646;226.32011230796496;226.37468794452425;;226.2900696271976;226.37192750480142;226.45380901533147;-0.07317646683163703;0.9992682353316836;;-0.050594743785466384;;;;;;226.21505727353141;226.23388533353975;226.25102970332625;226.26524078054058;226.27995765228385;;;;;;;;;;;;;;;;0
;0.0;-0.16355440043267322;;226.2734431429828;226.35550703233383;226.43776818353808;;226.27361467011187;226.35543913110223;226.43735903851766;;226.2489251097237;226.303598038309;226.35821370505707;;226.2737088916625;226.35554520614792;226.4374182479494;-0.07225345446394416;0.9992774654553606;;-0.050668474261055745;;;;;;226.19849520134025;226.21505727353141;226.23388533353975;226.25102970332625;226.26524078054058;;;;;;;;;;;;;;;;0
;0.0;-0.16155299415623858;;226.2572777258439;226.3392238243705;226.42143045225941;;226.25745937069624;226.33920350920843;226.42102314590522;;226.232728505834;226.2873212971296;226.3419023702313;;226.25739430671635;226.33919936783917;226.42105076032013;-0.07137432626580509;0.999286256737342;;-0.050656389858155466;;;;;;226.1845333487188;226.19849520134025;226.21505727353141;226.23388533353975;226.25102970332625;;;;;;;;;;;;;;;;0
;0.0;-0.16283815727555861;;226.24129023158548;226.32304503228022;226.40516697194738;;226.2411755549687;226.32297866096033;226.40477958305323;;226.21670798523874;226.27114443981665;226.32566516774858;;226.2410518006512;226.3228564503163;226.40469815905394;-0.07194653182744926;0.9992805346817255;;-0.050577609556609775;;;;;;226.1693465074227;226.1845333487188;226.19849520134025;226.21505727353141;226.23388533353975;;;;;;;;;;;;;;;;0
;0.0;-0.16534198771961428;;226.22488521803828;226.30666575845123;226.3887731451815;;226.2246413561967;226.30653920621302;226.38842365432086;;226.20032382198542;226.25477148706574;226.30929633381456;;226.22465370408298;226.30648004933857;226.38833009620728;-0.073057889011241;0.9992694211098876;;-0.050558070642998554;;;;;;226.15106265707584;226.1693465074227;226.1845333487188;226.19849520134025;226.21505727353141;;;;;;;;;;;;;;;;0
;0.0;-0.16504066905383752;;226.20813598478315;226.29010372765921;226.37225645421077;;226.20813728929133;226.29000462045306;226.37193191379572;;226.1836189272469;226.2382215088678;226.29280219064128;;226.2082631566101;226.2900891614351;226.37194279254;-0.0729307422923764;0.9992706925770762;;-0.050629207312539656;;;;;;226.13276443513516;226.15106265707584;226.1693465074227;226.1845333487188;226.19849520134025;;;;;;;;;;;;;;;;0
;0.0;-0.16239063962871114;;226.19166889894169;226.27367165956358;226.3558248773362;;226.19189822532843;226.27364884612007;226.35550014605968;;226.16715160422206;226.22179887955375;226.276391551858;;226.1919332638696;226.2737279135909;226.3555651529546;-0.07176536592703453;0.9992823463407297;;-0.05067738173148845;;;;;;226.11756701265514;226.13276443513516;226.15106265707584;226.1693465074227;226.1845333487188;;;;;;;;;;;;;;;;0
;0.0;-0.16160899648875215;;226.17566215077989;226.2574773857053;226.33955435518882;;226.17573732567956;226.2574621779721;226.33923051926016;;226.15110316035356;226.2056067784044;226.26014198011558;;226.17562206733837;226.25739499166073;226.33921257955313;-0.0714245793703272;0.9992857542062967;;-0.050625414641192634;;;;;;226.10363178405183;226.11756701265514;226.13276443513516;226.15106265707584;226.1693465074227;;;;;;;;;;;;;;;;0
;0.0;-0.16393266666014483;;226.15955940275919;226.2412506857968;226.32326678625188;;226.15934405901353;226.24116609178773;226.32296781060825;;226.13498674416925;226.18938152685143;226.2438753038192;;226.1592594695093;226.24104563063793;226.32286228372303;-0.07245609749272353;0.9992754390250728;;-0.050556232407894086;;;;;;226.0870970366661;226.10363178405183;226.11756701265514;226.13276443513516;226.15106265707584;;;;;;;;;;;;;;;;0
;0.0;-0.1656309266537619;;226.1429584944186;226.22477484971006;226.30681437467987;;226.14278096634817;226.2246584086814;226.30654723159984;;226.11842498923693;226.17291374733696;226.22744218099842;;226.14285936987065;226.22466316170946;226.30648966869964;-0.07321225395107156;0.9992678774604893;;-0.05058053763870511;;;;;;226.06825440688598;226.0870970366661;226.10363178405183;226.11756701265514;226.13276443513516;;;;;;;;;;;;;;;;0
;0.0;-0.1639648888087777;;226.12625556538296;226.2082336625684;226.29031618177942;;226.1263844774673;226.20817729381133;226.29005818097428;;226.10175433803224;226.1563836498171;226.21096122313537;;226.12649762443374;226.20828576411427;226.29010769706326;-0.07248186340245155;0.9992751813659755;;-0.05065966851577199;;;;;;226.05109238472264;226.06825440688598;226.0870970366661;226.10363178405183;226.11756701265514;;;;;;;;;;;;;;;;0
;0.0;-0.16157409046024895;;226.11001293729151;226.19191818145524;226.27396811268912;;226.11022706842127;226.19192086926668;226.27370177687533;;226.08548827137994;226.14007353715695;226.19462979925837;;226.1101907768842;226.191945487593;226.27374623483473;-0.07143022340463379;0.9992856977659537;;-0.05066709520549343;;;;;;226.03692111088;226.05109238472264;226.06825440688598;226.0870970366661;226.10363178405183;;;;;;;;;;;;;;;;0
;0.0;-0.1622647395479362;;226.09405942308777;226.17576107933291;226.2577294350428;;226.09400059446648;226.17572998258146;226.25746920429452;;226.06949582424346;226.12391617905257;226.17840830456777;;226.0938694297948;226.1756169352616;226.2574042868154;-0.07173998024779804;0.999282600197522;;-0.050590740003692;;;;;;226.02226860917085;226.03692111088;226.05109238472264;226.06825440688598;226.0870970366661;;;;;;;;;;;;;;;;0
;0.0;-0.16492008835280103;;226.07776251326635;226.1594434926412;226.24138730498;;226.07750858563122;226.15934207030006;226.24115530251734;;226.05320961053496;226.10760155395621;226.16208296358553;;226.0774891142744;226.15925777298295;226.24105151263683;-0.07291885080783489;0.9992708114919217;;-0.05055261317738121;;;;;;226.0044264190699;226.02226860917085;226.03692111088;226.05109238472264;226.06825440688598;;;;;;;;;;;;;;;;0
;0.0;-0.16527564690994723;;226.06103969452082;226.1429047800245;226.2248969633791;;226.06098102094023;226.14281118856857;226.22468647778882;;226.03653296045033;226.09107250061012;226.14560758988543;;226.06110153455526;226.14287645170762;226.224676719482;-0.07308196785286158;0.9992691803214714;;-0.05061384933359715;;;;;;225.9857870101659;226.0044264190699;226.02226860917085;226.03692111088;226.05109238472264;;;;;;;;;;;;;;;;0
;0.0;-0.16273765927516592;;226.04449189112793;226.1264402081993;226.20845372547464;;226.04470725501272;226.1264222721521;226.208238831973;;226.01999582498115;226.07461684225692;226.12917793169646;;226.0447720428803;226.12651880614544;226.2083058259972;-0.07196553744950318;0.999280344625505;;-0.050676682519159626;;;;;;225.97002677586;225.9857870101659;226.0044264190699;226.02226860917085;226.03692111088;;;;;;;;;;;;;;;;0
;0.0;-0.16134253910442453;;226.02844326975026;226.11022918585184;226.1921808705118;;226.02857300110227;226.11023561321545;226.19195689778087;;226.00390804653344;226.05840752810437;226.1129189408305;;226.02847506497483;226.11019477994645;226.1919604664666;-0.07135338542511027;0.9992864661457489;;-0.05064053212699768;;;;;;225.95622447355072;225.97002677586;225.9857870101659;226.0044264190699;226.02226860917085;;;;;;;;;;;;;;;;0
;0.0;-0.16330740222045392;;226.01242165376502;226.0940477759451;226.1759320647905;;226.0122422608802;226.09398979327997;226.1757222056082;;225.9878628430296;226.04222550606778;226.09668458496282;;226.01213480955053;226.09386241954203;226.17562334998223;-0.07222679305586288;0.9992777320694414;;-0.05056300787109336;;;;;;225.94032438183137;225.95622447355072;225.97002677586;225.9857870101659;226.0044264190699;;;;;;;;;;;;;;;;0
;0.0;-0.16547653044850108;;225.99591235421093;226.07762613120917;226.1595248674632;;225.99569460783536;226.07751933342456;226.1593422638037;;225.9713861603636;226.0258093834904;226.0802909269376;;225.99574646286055;226.07749489973804;226.15926584098568;-0.07319149682463166;0.9992680850317537;;-0.050568102871183504;;;;;;225.9216205062176;225.94032438183137;225.95622447355072;225.97002677586;225.9857870101659;;;;;;;;;;;;;;;;0
;0.0;-0.16435937671542433;;225.97918193165813;226.06108031206264;226.14303261989593;;225.97925867016383;226.06101981825609;226.14285849584226;;225.95469532806084;226.00927373556146;226.0638104602516;;225.97938407075722;226.0611235007517;226.14289376793093;-0.07270343071681395;0.9992729656928319;;-0.05064787865069948;;;;;;225.90389503017056;225.9216205062176;225.94032438183137;225.95622447355072;225.97002677586;;;;;;;;;;;;;;;;0
;0.0;-0.16171710016664065;;225.96285345036682;226.0447274523001;226.12666763051917;;225.96308696014717;226.04473571880732;226.12648051592336;;225.9383528943139;225.9929266371138;226.04745670468478;;225.96308220883444;226.04478768200616;226.12653817929854;-0.0715400657703591;0.9992845993422964;;-0.05067482544724595;;;;;;225.889375284556;225.90389503017056;225.9216205062176;225.94032438183137;225.95622447355072;;;;;;;;;;;;;;;;0
;0.0;-0.1617564589495828;;225.9469100324693;226.02857861416965;226.11044163190053;;225.9469113142522;226.02856919133683;226.11025101759526;;225.92236702009262;225.97677701169695;226.03124277797556;;225.94678053981977;226.0284719398957;226.11020570685886;-0.0715619634857112;0.9992843803651429;;-0.050605666995359136;;;;;;225.87516465193042;225.889375284556;225.90389503017056;225.9216205062176;225.94032438183137;;;;;;;;;;;;;;;;0
;0.0;-0.16440225033002775;;225.93072027362777;226.01232030413834;226.09414645299344;;225.9304710892192;226.0122358418429;226.09397701812745;;225.9061770281996;225.96051959907825;226.01495989676562;;225.9304201579497;226.01213048724097;226.09386788926886;-0.07273719149076818;0.9992726280850923;;-0.05055086051349982;;;;;;225.85786635884082;225.87516465193042;225.889375284556;225.90389503017056;225.9216205062176;;;;;;;;;;;;;;;;0
