@relation timeseries_created_21-10-2019_prices_wn_indicators-weka.filters.unsupervised.attribute.Remove-R18

@attribute rsi_10 numeric
@attribute mom_10 numeric
@attribute ema_10 numeric
@attribute ema_20 numeric
@attribute ema_30 numeric
@attribute sma_10 numeric
@attribute sma_20 numeric
@attribute sma_30 numeric
@attribute wma_10 numeric
@attribute wma_20 numeric
@attribute wma_30 numeric
@attribute trima_10 numeric
@attribute trima_20 numeric
@attribute trima_30 numeric
@attribute roc_10 numeric
@attribute rocr_10 numeric
@attribute ppo_10 numeric
@attribute close_t-1 numeric
@attribute close_t-2 numeric
@attribute close_t-3 numeric
@attribute close_t-4 numeric
@attribute label numeric

@data
51.312101,-0.454719,228.830137,228.665878,228.59999,228.778584,228.59597,228.576865,228.86277,228.760434,228.616162,228.754057,228.659748,228.41398,-0.198139,0.998019,0.155683,228.494875,230.464765,228.430633,226.39264,0
46.391565,-1.180064,228.630551,228.576976,228.544017,228.660578,228.589101,228.504963,228.672556,228.67819,228.561681,228.727368,228.682223,228.43294,-0.515509,0.994845,0.133756,229.039794,228.494875,230.464765,228.430633,1
54.557257,1.601635,228.868136,228.706528,228.633905,228.820741,228.689085,228.497425,228.904683,228.806587,228.654088,228.834895,228.709779,228.466778,0.701439,1.007014,0.115768,227.732411,229.039794,228.494875,230.464765,0
52.351493,1.776614,228.962725,228.771466,228.68258,228.998403,228.75919,228.500627,229.007888,228.873186,228.711568,228.903376,228.749867,228.50863,0.780546,1.007805,0.128761,229.937272,227.732411,229.039794,228.494875,1
53.588308,0.290767,229.099318,228.86123,228.749122,229.027479,228.858003,228.534309,229.137994,228.964119,228.78985,228.917394,228.796004,228.556776,0.126738,1.001267,0.138877,229.388371,229.937272,227.732411,229.039794,0
51.282436,-1.473703,229.118777,228.894098,228.77862,228.880109,228.85054,228.594302,229.170515,228.997294,228.833207,228.967908,228.81342,228.60589,-0.638851,0.993611,0.175363,229.713988,229.388371,229.937272,227.732411,0
47.659072,2.006458,228.987926,228.846955,228.754135,229.080755,228.873457,228.610542,229.083058,228.9543,228.820613,229.09532,228.837037,228.644165,0.886274,1.008863,0.125181,229.206342,229.713988,229.388371,229.937272,1
55.603084,1.808351,229.215391,228.979529,228.849932,229.26159,228.969637,228.647522,229.293646,229.08435,228.925674,229.18813,228.891167,228.686201,0.791641,1.007916,0.069239,228.399099,229.206342,229.713988,229.388371,0
48.208495,-1.899279,229.097227,228.940096,228.83158,229.071662,228.93226,228.68864,229.167081,229.045859,228.920381,229.20329,228.926983,228.73552,-0.824108,0.991759,0.13781,230.238984,228.399099,229.206342,229.713988,1
49.609238,0.385429,229.057786,228.934402,228.834724,229.110205,228.967131,228.720568,229.132289,229.040911,228.932746,229.22654,228.955833,228.78141,0.168682,1.001687,0.139138,228.565486,230.238984,228.399099,229.206342,0
44.625779,-1.329387,228.812808,228.817831,228.762187,228.977266,228.877925,228.723069,228.87778,228.921223,228.867575,229.159288,228.969761,228.808674,-0.580418,0.994196,0.039302,228.880304,228.565486,230.238984,228.399099,1
51.149259,1.377681,228.86686,228.845665,228.784633,229.115034,228.887806,228.764412,228.90193,228.943334,228.892544,229.110184,229.000348,228.834575,0.604956,1.00605,0.065833,227.710407,228.880304,228.565486,230.238984,0
48.347164,-1.446925,228.798403,228.811825,228.765647,228.970342,228.895542,228.782838,228.78835,228.905481,228.874862,228.980569,229.028508,228.866879,-0.62927,0.993707,0.036585,229.110091,227.710407,228.880304,228.565486,1
49.669133,-0.630601,228.791015,228.806677,228.765138,228.907282,228.952842,228.808554,228.749701,228.89236,228.873245,228.847307,229.036375,228.890016,-0.274906,0.997251,0.06648,228.490347,229.110091,227.710407,228.880304,0
45.762589,-1.758998,228.63901,228.725564,228.712871,228.731382,228.879431,228.815796,228.576557,228.797326,228.818176,228.710631,229.012101,228.900577,-0.765734,0.992343,0.017132,228.75777,228.490347,229.110091,227.710407,1
53.932085,0.377679,228.81083,228.807322,228.769074,228.76915,228.824629,228.82341,228.731582,228.86443,228.867739,228.664198,228.988616,228.910251,0.164777,1.001648,0.000707,227.95499,228.75777,228.490347,229.110091,0
45.781202,-0.548055,228.636324,228.716248,228.709846,228.714344,228.89755,228.82042,228.564654,228.771708,228.805006,228.625661,228.973547,228.921734,-0.239955,0.9976,-0.039515,229.584021,227.95499,228.75777,228.490347,0
38.973829,-4.19048,228.165811,228.462177,228.538147,228.295296,228.778443,228.744857,228.079956,228.50037,228.626173,228.482029,228.902141,228.917883,-1.820057,0.981799,-0.106431,227.851043,229.584021,227.95499,228.75777,1
53.192506,0.797217,228.383428,228.547941,228.591344,228.375018,228.72334,228.746512,228.27403,228.556014,228.666034,228.41685,228.821544,228.907167,0.348792,1.003488,-0.088577,226.048505,227.851043,229.584021,227.95499,0
50.68615,-0.150642,228.44638,228.565248,228.600268,228.359954,228.735079,228.764738,228.33851,228.556616,228.664947,228.371084,228.756843,228.892035,-0.065817,0.999342,-0.162328,229.362703,226.048505,227.851043,229.584021,1
53.688995,1.803282,228.640436,228.655576,228.659198,228.540282,228.758774,228.765377,228.54828,228.630769,228.713266,228.353817,228.705032,228.871805,0.791919,1.007919,-0.12931,228.729663,229.362703,226.048505,227.851043,0
52.704046,0.187037,228.759834,228.716676,228.700355,228.558986,228.83701,228.778199,228.685889,228.682041,228.747573,228.322299,228.667006,228.856517,0.081636,1.000816,-0.090902,229.513688,228.729663,229.362703,226.048505,0
48.316408,-0.157999,228.682109,228.680073,228.676612,228.543186,228.756764,228.77809,228.644682,228.633978,228.718808,228.408878,228.61502,228.835424,-0.069149,0.999309,-0.100826,229.297128,229.513688,228.729663,229.362703,1
55.434713,1.240537,228.921418,228.805619,228.761883,228.667239,228.787261,228.857641,228.909249,228.75222,228.797532,228.598038,228.587465,228.81237,0.542293,1.005423,-0.094804,228.332347,229.297128,229.513688,228.729663,0
54.576541,1.872137,229.086092,228.902906,228.830608,228.854453,228.792918,228.871105,229.120138,228.851255,228.860079,228.803616,228.582663,228.789288,0.821275,1.008213,-0.035421,229.998306,228.332347,229.297128,229.513688,1
58.834614,1.272501,229.407989,229.088964,228.961313,228.981703,228.875427,228.876987,229.48415,229.047789,228.98817,229.028133,228.605419,228.781576,0.554264,1.005543,0.001311,229.827127,229.998306,228.332347,229.297128,0
49.252347,1.082684,229.321759,229.07418,228.959533,229.089972,228.902158,228.96169,229.475427,229.053341,228.991831,229.24288,228.634585,228.785503,0.475172,1.004752,0.038719,230.856522,229.827127,229.998306,228.332347,1
49.958502,3.03516,229.278469,229.075083,228.967541,229.393488,228.844392,228.983458,229.474281,229.070627,228.9997,229.434469,228.696325,228.78058,1.342703,1.013427,-0.002194,228.933727,230.856522,229.827127,229.998306,0
44.513546,-1.465274,229.027371,228.962926,228.898502,229.24696,228.810989,228.89788,229.20227,228.98044,228.929634,229.4799,228.78284,228.771823,-0.638846,0.993612,0.033767,229.083664,228.933727,230.856522,229.827127,1
48.603731,-0.052691,228.963662,228.935692,228.88421,229.241691,228.800822,228.90395,229.098636,228.967677,228.915382,229.465806,228.861629,228.773187,-0.023036,0.99977,0.141423,227.897429,229.083664,228.933727,230.856522,1
51.978054,-0.167953,229.03313,228.974744,228.913985,229.224896,228.882589,228.914148,229.117553,229.019573,228.943884,229.364771,228.94026,228.775807,-0.073178,0.999268,0.147002,228.676971,227.897429,229.083664,228.933727,0
44.105241,-1.587833,228.792433,228.854225,228.836263,229.066113,228.812549,228.913378,228.841989,228.907831,228.866152,229.178159,228.988062,228.77557,-0.692478,0.993075,0.135042,229.345735,228.676971,227.897429,229.083664,1
57.608316,2.474259,229.158646,229.040166,228.963382,229.313538,228.928362,228.942355,229.158442,229.097741,228.988295,229.061093,229.056658,228.794663,1.083622,1.010836,0.141604,227.709295,229.345735,228.676971,227.897429,0
47.345031,-1.693069,229.003481,228.970173,228.920921,229.144231,228.905735,228.906251,228.975115,229.038396,228.947191,228.932576,229.111299,228.825553,-0.736122,0.992639,0.138031,230.806606,227.709295,229.345735,228.676971,1
53.43011,0.129235,229.176732,229.064096,228.987724,229.157155,229.005804,228.91433,229.122775,229.138456,229.01494,228.916735,229.155836,228.861662,0.056232,1.000562,0.173754,228.305237,230.806606,227.709295,229.345735,0
50.607703,-1.617291,229.188096,229.080775,229.00395,228.995426,228.988565,228.915426,229.137698,229.160687,229.035902,228.935682,229.168652,228.900728,-0.700561,0.992994,0.140078,229.956363,228.305237,230.806606,227.709295,1
50.783291,0.349095,229.205318,229.100018,229.021942,229.030335,229.060154,228.944884,229.189952,229.188711,229.059604,229.05744,229.173073,228.938454,0.152487,1.001525,0.093816,229.239231,229.956363,228.305237,230.806606,0
50.44266,0.124636,229.205861,229.11033,229.033965,229.042799,229.218143,228.910528,229.222309,229.202821,229.076599,229.166735,229.168785,228.976089,0.054406,1.000544,0.032176,229.282822,229.239231,229.956363,228.305237,0
47.917155,0.78386,229.110484,229.069469,229.011212,229.121185,229.184073,228.914388,229.15658,229.151692,229.061809,229.231134,229.14403,229.01618,0.343953,1.00344,0.01978,229.2083,229.282822,229.239231,229.956363,0
47.270558,-0.125267,229.008888,229.020158,228.981566,229.108658,229.175175,228.903434,229.053038,229.091466,229.038411,229.235118,229.131457,229.044986,-0.054779,0.999452,0.003881,228.681289,229.2083,229.282822,229.239231,1
48.572306,-0.575263,228.965539,228.996379,228.967947,229.051132,229.138014,228.93877,228.99155,229.052923,229.029832,229.180829,229.114134,229.061156,-0.250828,0.997492,0.021955,228.551704,228.681289,229.2083,229.282822,1
53.289308,1.866561,229.076506,229.051567,229.007167,229.237788,229.15195,228.954295,229.086954,229.094622,229.070935,229.139859,229.115306,229.066892,0.819712,1.008197,0.054803,228.770473,228.551704,228.681289,229.2083,1
56.907915,-0.567129,229.287955,229.164701,229.086671,229.181075,229.247307,229.0126,229.269079,229.198196,229.15385,229.08081,229.125757,229.078179,-0.245716,0.997543,0.047193,229.575856,228.770473,228.551704,228.681289,0
50.707834,0.991569,229.289565,229.177283,229.100228,229.280232,229.212232,229.030568,229.290122,229.202911,229.172186,229.095556,229.122729,229.092825,0.434317,1.004343,0.050377,230.239477,229.575856,228.770473,228.551704,0
50.063016,-0.759855,229.272645,229.179114,229.10644,229.204247,229.180701,229.071952,229.274899,229.201413,229.182891,229.11926,229.128185,229.11322,-0.330434,0.996696,-0.005372,229.296807,230.239477,229.575856,228.770473,0
41.479327,-1.511719,228.991712,229.040866,229.017477,229.053075,229.02425,229.010068,229.006402,229.063014,229.096153,229.15502,229.118723,229.123864,-0.65945,0.993405,-0.009562,229.196508,229.296807,230.239477,229.575856,1
53.074666,0.350073,229.108291,229.09725,229.057181,229.088082,229.059209,229.069463,229.111823,229.12098,229.136336,229.208307,229.127146,229.143517,0.152682,1.001527,-0.023325,227.727512,229.196508,229.296807,230.239477,1
53.700871,0.54165,229.224956,229.159412,229.101876,229.142247,229.092523,229.192845,229.232163,229.186765,229.180238,229.235509,229.13732,229.159357,0.236314,1.002363,-0.012352,229.632894,227.727512,229.196508,229.296807,1
56.987288,1.67185,229.43008,229.2731,229.182602,229.309432,229.215309,229.225859,229.452325,229.306824,229.255096,229.263549,229.161559,229.163904,0.731083,1.007311,-0.007345,229.74995,229.632894,227.727512,229.196508,0
41.401061,-1.07779,229.074414,229.101749,229.072365,229.201653,229.155156,229.184001,229.118595,229.140977,229.142067,229.213652,229.168875,229.162514,-0.471574,0.995284,-0.028049,230.353139,229.74995,229.632894,227.727512,1
44.250384,-0.812325,228.871456,228.992835,229.00048,229.120421,229.085776,229.132149,228.892503,229.026976,229.06298,229.14995,229.169944,229.150675,-0.355083,0.996449,-0.022985,227.473914,230.353139,229.74995,229.632894,1
54.002271,0.282485,229.05089,229.075264,229.055825,229.148669,229.193229,229.150857,229.02667,229.100554,229.109831,229.128527,229.178811,229.142378,0.123046,1.00123,0.041309,227.958148,227.473914,230.353139,229.74995,0
52.80153,-0.603465,229.157276,229.128668,229.093257,229.088323,229.134699,229.194312,229.115278,229.142723,229.141131,229.101406,229.165223,229.135922,-0.262103,0.997379,0.060998,229.858341,227.958148,227.473914,230.353139,0
50.52831,-0.065658,229.170707,229.138428,229.102153,229.081757,229.180994,229.16874,229.141247,229.151909,229.143508,229.053202,229.156194,229.128108,-0.028634,0.999714,0.045982,229.636012,229.858341,227.958148,227.473914,1
54.060518,0.685394,229.300015,229.209235,229.152459,229.150296,229.177271,229.170566,229.286727,229.218662,229.189518,229.050054,229.144382,229.131324,0.299042,1.00299,-0.000342,229.231149,229.636012,229.858341,227.958148,0
52.657971,1.935904,229.366088,229.252491,229.185424,229.343887,229.198481,229.130796,229.380022,229.264962,229.221315,229.161168,229.157076,229.143574,0.850097,1.008501,-0.003566,229.881902,229.231149,229.636012,229.858341,0
47.720673,-0.753648,229.277571,229.216944,229.165671,229.268522,229.178302,229.12898,229.295542,229.234558,229.205086,229.231957,229.176663,229.161614,-0.328197,0.996718,-0.007273,229.663416,229.881902,229.231149,229.636012,1
55.936348,0.532724,229.460317,229.318442,229.237736,229.321794,229.232021,229.168947,229.479933,229.339737,229.279518,229.316787,229.197909,229.177158,0.231871,1.002319,0.042429,228.879246,229.663416,229.881902,229.231149,0
51.382381,-0.782818,229.480318,229.34243,229.259193,229.243512,229.276472,229.22471,229.52512,229.371956,229.305413,229.41672,229.207115,229.189026,-0.339834,0.996602,0.060906,230.282675,228.879246,229.663416,229.881902,1
53.153249,2.394087,229.550806,229.392485,229.298471,229.482921,229.342287,229.264411,229.638664,229.428292,229.346916,229.55359,229.222887,229.197862,1.052467,1.010525,0.038967,229.570322,230.282675,228.879246,229.663416,0
40.236156,-0.451424,229.179155,229.212888,229.182874,229.437779,229.2791,229.20311,229.279355,229.253476,229.233517,229.538304,229.244353,229.203612,-0.198029,0.99802,-0.0234,229.868001,229.570322,230.282675,228.879246,1
53.118765,0.051413,229.311991,229.279257,229.22977,229.44292,229.295795,229.276459,229.365169,229.313539,229.279107,229.500526,229.273671,229.217259,0.022367,1.000224,0.053904,227.506724,229.868001,229.570322,230.282675,0
48.149464,-0.761734,229.232407,229.240687,229.206835,229.366747,229.227535,229.212048,229.261779,229.273394,229.253159,229.448438,229.293496,229.219242,-0.331714,0.996683,0.09407,229.909754,227.506724,229.868001,229.570322,0
41.848123,-1.856876,228.894564,229.062933,229.088605,229.181059,229.131408,229.181016,228.899511,229.096893,229.134593,229.301592,229.301927,229.213216,-0.810045,0.9919,0.034544,228.874278,229.909754,227.506724,229.868001,1
51.504925,-0.453492,228.991627,229.097741,229.110528,229.13571,229.143003,229.163418,228.944484,229.125179,229.150554,229.128788,229.306832,229.206801,-0.197272,0.998027,0.014452,227.374273,228.874278,229.909754,227.506724,1
51.836249,-0.158423,229.084966,229.136527,229.135977,229.119868,229.231877,229.172276,229.011626,229.159654,229.172591,229.023057,229.304065,229.217174,-0.068981,0.99931,0.008409,229.428409,227.374273,228.874278,229.909754,0
49.489556,0.147376,229.074358,229.12606,229.128922,229.134605,229.201563,229.163736,228.994673,229.140106,229.163194,228.959777,229.28504,229.22942,0.06439,1.000644,-0.026983,229.504993,229.428409,227.374273,228.874278,1
52.18581,-0.719777,229.163184,229.167663,229.156921,229.062627,229.192211,229.175556,229.072544,229.174519,229.188947,228.885101,229.266322,229.238963,-0.312562,0.996874,-0.03042,229.026622,229.504993,229.428409,227.374273,0
49.818817,-0.437014,229.157752,229.164391,229.155397,229.018926,229.131219,229.190623,229.085395,229.168909,229.186221,228.916006,229.238789,229.246316,-0.190362,0.998096,-0.002623,229.562898,229.026622,229.504993,229.428409,0
45.798654,-1.482939,229.017263,229.090169,229.105698,228.870632,229.176777,229.185069,228.970147,229.097847,229.134249,228.985334,229.20489,229.245142,-0.645126,0.993549,-0.056332,229.133307,229.562898,229.026622,229.504993,1
51.315706,1.82404,229.074263,229.113083,229.120218,229.053036,229.245407,229.203745,229.053807,229.112512,229.143649,229.063508,229.16581,229.237038,0.801752,1.008018,-0.067296,228.385062,229.133307,229.562898,229.026622,1
52.827663,-0.31098,229.169629,229.15934,229.151093,229.021938,229.232429,229.204509,229.153033,229.146166,229.169135,229.094145,229.128006,229.228213,-0.135262,0.998647,-0.108461,229.330764,228.385062,229.133307,229.562898,1
54.783871,1.060517,229.30875,229.233192,229.201654,229.12799,229.247368,229.194353,229.319007,229.213058,229.21625,229.166616,229.099376,229.22084,0.463362,1.004634,-0.025252,229.598775,229.330764,228.385062,229.133307,1
56.481489,2.844998,229.474299,229.327105,229.267307,229.41249,229.296774,229.225102,229.517422,229.30562,229.282374,229.252332,229.103535,229.215991,1.25124,1.012512,-0.021873,229.934795,229.598775,229.330764,228.385062,0
56.331493,0.772704,229.606447,229.410344,229.327553,229.48976,229.312735,229.258589,229.660808,229.391748,229.345342,229.339948,229.131598,229.211391,0.336795,1.003368,0.02891,230.219271,229.934795,229.598775,229.330764,0
41.199944,-1.563972,229.303642,229.270408,229.238099,229.333363,229.226615,229.265706,229.379219,229.261108,229.260338,229.416018,229.149567,229.205802,-0.681455,0.993185,0.041672,230.201113,230.219271,229.934795,229.598775,1
55.341947,1.312391,229.491892,229.37218,229.309126,229.464602,229.299604,229.289243,229.562064,229.367051,229.329583,229.52257,229.180906,229.202922,0.57303,1.00573,0.034815,227.94102,230.201113,230.219271,229.934795,0
49.945688,-0.193394,229.469639,229.371925,229.313021,229.445263,229.253945,229.276561,229.544773,229.373708,229.334761,229.591207,229.209148,229.200952,-0.084245,0.999158,0.038093,230.339013,227.94102,230.201113,230.219271,1
52.691343,0.755548,229.54586,229.421157,229.350172,229.520817,229.269872,229.261085,229.625427,229.434176,229.374264,229.636433,229.250802,229.213108,0.329742,1.003297,0.065181,229.369504,230.339013,227.94102,230.201113,1
57.781201,2.531098,229.795006,229.563538,229.451203,229.773927,229.32228,229.375827,229.879125,229.590965,229.481043,229.669296,229.319438,229.243874,1.108259,1.011083,0.08607,229.888855,229.369504,230.339013,227.94102,0
49.648281,0.177667,229.742901,229.55829,229.454895,229.791694,229.422365,229.427503,229.830853,229.608694,229.489598,229.693871,229.403171,229.266512,0.077472,1.000775,0.105965,230.91616,229.888855,229.369504,230.339013,1
53.058488,0.563577,229.819165,229.615819,229.500538,229.848052,229.434995,229.437637,229.898246,229.679169,229.537008,229.758882,229.475445,229.287436,0.245462,1.002455,0.162151,229.508431,230.91616,229.888855,229.369504,0
47.047784,-0.882608,229.679714,229.56214,229.471612,229.759791,229.44389,229.418176,229.753543,229.642711,229.51214,229.788641,229.542523,229.309698,-0.383851,0.996161,0.149128,230.162352,229.508431,230.91616,229.888855,1
57.696336,1.053014,229.969273,229.725011,229.587784,229.865092,229.638791,229.486214,230.028542,229.816844,229.63176,229.883357,229.609532,229.341176,0.457396,1.004574,0.193293,229.052187,230.162352,229.508431,230.91616,0
43.812145,-2.07755,229.633689,229.572492,229.493318,229.657337,229.573549,229.427602,229.7119,229.672536,229.543847,229.896001,229.631791,229.371973,-0.902494,0.990975,0.151801,231.272285,229.052187,230.162352,229.508431,0
43.143502,0.000034,229.325937,229.417117,229.393172,229.65734,229.495352,229.37019,229.399849,229.517061,229.447941,229.832564,229.647025,229.403217,0.000015,1,0.101381,228.123563,231.272285,229.052187,230.162352,1
49.83346,-0.962683,229.3351,229.413233,229.392086,229.561072,229.512837,229.38676,229.348756,229.505725,229.448337,229.690679,229.667726,229.434919,-0.417942,0.995821,0.040042,227.941055,228.123563,231.272285,229.052187,0
47.620999,-0.503222,229.24986,229.361142,229.358163,229.51075,229.478006,229.339547,229.222431,229.444149,229.414758,229.548487,229.671921,229.459172,-0.219394,0.997806,0.091164,229.37633,227.941055,228.123563,231.272285,1
58.21518,1.598918,229.656753,229.563678,229.495557,229.670642,229.59573,229.403462,229.58189,229.635555,229.553353,229.424054,229.69241,229.490159,0.695518,1.006955,0.089037,228.866282,229.37633,227.941055,228.123563,0
50.570264,-1.191817,229.669042,229.57898,229.510318,229.55146,229.662694,229.398673,229.591653,229.647804,229.574055,229.306866,229.695196,229.516456,-0.516125,0.994839,0.062508,231.487773,228.866282,229.37633,227.941055,1
57.269583,2.110688,230.023602,229.773279,229.646369,229.762529,229.777111,229.535753,229.967591,229.83413,229.71731,229.405367,229.69416,229.55669,0.919656,1.009197,0.088584,229.724343,231.487773,228.866282,229.37633,0
50.193877,-0.31692,229.991207,229.78015,229.659212,229.730837,229.789444,229.533609,229.982664,229.840637,229.737289,229.571751,229.688627,229.593058,-0.137694,0.998623,0.044023,231.619119,229.724343,231.487773,228.866282,1
52.082825,1.302578,230.057309,229.834876,229.704086,229.861095,229.810443,229.582958,230.096106,229.894477,229.790267,229.813951,229.689813,229.631743,0.568682,1.005687,0.052478,229.845432,231.619119,229.724343,231.487773,0
46.583514,-2.344388,229.851961,229.748497,229.65401,229.626656,229.745874,229.634746,229.926434,229.810425,229.748005,229.977019,229.67771,229.66436,-1.013692,0.989863,0.018328,230.354765,229.845432,231.619119,229.724343,1
53.05941,2.482226,229.989021,229.830144,229.715415,229.874878,229.766108,229.673992,230.104458,229.892322,229.810653,230.162286,229.6786,229.685207,1.088106,1.010881,0.050027,228.927897,230.354765,229.845432,231.619119,1
53.437134,2.76578,230.119532,229.913638,229.779377,230.151456,229.904398,229.714053,230.255723,229.981915,229.877288,230.263783,229.72352,229.704848,1.213375,1.012134,-0.009352,230.605789,228.927897,230.354765,229.845432,0
52.012821,1.021027,230.170046,229.959707,229.819247,230.253559,229.907316,229.759744,230.300432,230.028863,229.921372,230.261077,229.777721,229.725454,0.445132,1.004451,0.055237,230.706834,230.605789,228.927897,230.354765,1
52.563716,1.652433,230.23344,230.012945,229.864374,230.418802,229.964776,229.791605,230.348642,230.087092,229.970338,230.248198,229.855697,229.747438,0.722008,1.00722,0.133273,230.397357,230.706834,230.605789,228.927897,0
45.832928,-2.366243,230.031275,229.928049,229.816449,230.182178,229.92641,229.791212,230.112774,230.006783,229.927107,230.192158,229.916736,229.762589,-1.022189,0.989778,0.137662,230.518715,230.397357,230.706834,230.605789,1
54.149432,1.178387,230.189721,230.020876,229.886531,230.300017,229.925738,229.875135,230.243784,230.099765,229.998818,230.231345,229.973952,229.780407,0.512957,1.00513,0.200031,229.12153,230.518715,230.397357,230.706834,1
55.333398,-0.439627,230.369679,230.13122,229.969948,230.256054,230.009292,229.936759,230.403688,230.21917,230.08297,230.256906,230.038006,229.812808,-0.189806,0.998102,0.172459,230.90273,229.12153,230.518715,230.397357,0
49.725317,0.246156,230.319117,230.127445,229.977796,230.28067,230.005753,229.953186,230.373785,230.227008,230.092959,230.302684,230.085109,229.85398,0.107096,1.001071,0.149741,231.179492,230.90273,229.12153,230.518715,0
45.629124,-1.130429,230.120066,230.041435,229.929185,230.167627,230.014361,229.929504,230.181725,230.152587,230.045936,230.286918,230.124818,229.897571,-0.490734,0.995093,0.081633,230.091587,231.179492,230.90273,229.12153,1
50.838602,1.300487,230.13976,230.05924,229.948489,230.297676,229.962166,229.929808,230.192771,230.172971,230.065219,230.302583,230.164507,229.940366,0.568077,1.005681,0.081134,229.224337,230.091587,231.179492,230.90273,0
45.847741,-1.404064,229.969208,229.977572,229.90031,230.157269,230.016074,229.896495,229.993508,230.100548,230.018246,230.255092,230.212744,229.975698,-0.608859,0.993911,0.050853,230.228384,229.224337,230.091587,231.179492,0
44.6834,-1.750366,229.785074,229.880324,229.839417,229.982232,230.066844,229.930343,229.77518,229.999633,229.957599,230.123604,230.222504,230.001923,-0.758697,0.992413,0.084691,229.201725,230.228384,229.224337,230.091587,1
51.893121,-0.138285,229.871255,229.916395,229.866492,229.968404,230.110982,229.927678,229.825515,230.01794,229.978807,229.981942,230.205863,230.014546,-0.06002,0.9994,0.059557,228.956468,229.201725,230.228384,229.224337,0
