@relation timeseries_created_21-10-2019_prices_indicators

@attribute rsi_10 numeric
@attribute mom_10 numeric
@attribute ema_10 numeric
@attribute ema_20 numeric
@attribute ema_30 numeric
@attribute sma_10 numeric
@attribute sma_20 numeric
@attribute sma_30 numeric
@attribute wma_10 numeric
@attribute wma_20 numeric
@attribute wma_30 numeric
@attribute trima_10 numeric
@attribute trima_20 numeric
@attribute trima_30 numeric
@attribute roc_10 numeric
@attribute rocr_10 numeric
@attribute ppo_10 numeric
@attribute close numeric
@attribute close_t-1 numeric
@attribute close_t-2 numeric
@attribute close_t-3 numeric
@attribute close_t-4 numeric
@attribute label numeric

@data
100,0.165213,228.393279,228.310184,228.226551,228.393108,228.310571,228.22802,228.418014,228.362856,228.307792,228.393007,228.310448,228.227924,0.072366,1.000724,0.050667,228.468963,228.452082,228.43313,228.415998,228.401663,1
100,0.163167,228.409626,228.32666,228.243108,228.409425,228.32696,228.244496,228.434392,228.379296,228.324255,228.409477,228.326938,228.244423,0.071464,1.000715,0.050661,228.483189,228.468963,228.452082,228.43313,228.415998,1
100,0.164295,228.425772,228.343019,228.25958,228.425854,228.343326,228.260875,228.450574,228.395626,228.340637,228.425974,228.343426,228.260909,0.071954,1.00072,0.050584,228.498426,228.483189,228.468963,228.452082,228.43313,1
100,0.166819,228.44231,228.359563,228.276171,228.442536,228.3599,228.277358,228.467098,228.412141,228.357144,228.442529,228.359947,228.277411,0.073054,1.000731,0.050561,228.516734,228.498426,228.483189,228.468963,228.452082,1
100,0.166722,228.459211,228.376297,228.292887,228.459208,228.376583,228.293982,228.483957,228.428842,228.373784,228.459082,228.376488,228.293936,0.073006,1.00073,0.050627,228.535265,228.516734,228.498426,228.483189,228.468963,1
100,0.164171,228.475865,228.392917,228.309527,228.475626,228.393103,228.31056,228.500611,228.445435,228.390353,228.475579,228.393003,228.310454,0.071883,1.000719,0.050678,228.550806,228.535265,228.516734,228.498426,228.483189,1
100,0.163262,228.492058,228.409298,228.326004,228.491952,228.40945,228.32698,228.516848,228.461799,228.406763,228.492057,228.409491,228.326951,0.07148,1.000715,0.050631,228.564925,228.550806,228.535265,228.516734,228.498426,1
100,0.165475,228.508315,228.425696,228.342486,228.508499,228.425893,228.343385,228.533124,228.478182,228.423182,228.508585,228.425996,228.343445,0.072445,1.000724,0.050562,228.581473,228.564925,228.550806,228.535265,228.516734,1
100,0.167294,228.525062,228.442337,228.359127,228.525229,228.442551,228.359944,228.549838,228.494804,228.439766,228.525155,228.442536,228.359964,0.073235,1.000732,0.050581,228.600424,228.581473,228.564925,228.550806,228.535265,1
100,0.165825,228.541943,228.459058,228.375822,228.541811,228.459199,228.376582,228.566688,228.511505,228.456408,228.541693,228.459076,228.376495,0.072586,1.000726,0.050658,228.617907,228.600424,228.581473,228.564925,228.550806,1
100,0.16343,228.558389,228.475566,228.392375,228.558154,228.475631,228.393099,228.583158,228.527999,228.472912,228.558178,228.475582,228.39301,0.071533,1.000715,0.05067,228.632394,228.617907,228.600424,228.581473,228.564925,1
100,0.16396,228.574527,228.491907,228.408812,228.57455,228.491987,228.40949,228.599339,228.544334,228.489303,228.574675,228.492077,228.409507,0.07176,1.000718,0.050598,228.647148,228.632394,228.617907,228.600424,228.581473,1
100,0.166593,228.59098,228.508394,228.425342,228.591209,228.508532,228.425954,228.615788,228.560813,228.505788,228.591233,228.508603,228.426016,0.072908,1.000729,0.050556,228.665019,228.647148,228.632394,228.617907,228.600424,1
100,0.16714,228.60787,228.525106,228.442021,228.607923,228.52523,228.442575,228.632636,228.577513,228.522428,228.607804,228.525154,228.442549,0.073141,1.000731,0.050612,228.683874,228.665019,228.647148,228.632394,228.617907,1
100,0.164737,228.624621,228.541763,228.458665,228.624397,228.541803,228.459188,228.649377,228.594158,228.539037,228.624323,228.541687,228.459082,0.072084,1.000721,0.050676,228.700002,228.683874,228.665019,228.647148,228.632394,1
100,0.163243,228.640881,228.558171,228.475142,228.640722,228.558174,228.475642,228.665678,228.610562,228.555479,228.640808,228.558188,228.475592,0.071425,1.000714,0.050646,228.714049,228.700002,228.683874,228.665019,228.647148,1
100,0.165071,228.657083,228.574536,228.491584,228.657229,228.57459,228.492043,228.681909,228.626926,228.571889,228.657335,228.574698,228.492096,0.072221,1.000722,0.050569,228.729996,228.714049,228.700002,228.683874,228.665019,1
100,0.167323,228.673758,228.591132,228.508178,228.673961,228.59123,228.508583,228.698558,228.643517,228.588454,228.673914,228.591244,228.508621,0.0732,1.000732,0.050569,228.748796,228.729996,228.714049,228.700002,228.683874,1
100,0.166414,228.690682,228.607866,228.524866,228.690602,228.607915,228.525235,228.715445,228.660242,228.605116,228.690474,228.607799,228.525163,0.072797,1.000728,0.050646,228.766838,228.748796,228.729996,228.714049,228.700002,1
100,0.16381,228.707234,228.624423,228.541437,228.706983,228.624397,228.541794,228.732011,228.676794,228.621663,228.706975,228.624322,228.541694,0.071652,1.000717,0.050677,228.781718,228.766838,228.748796,228.729996,228.714049,1
100,0.163694,228.723389,228.640772,228.557866,228.723353,228.640753,228.558205,228.748212,228.693146,228.638069,228.723475,228.640826,228.558203,0.071597,1.000716,0.050612,228.796088,228.781718,228.766838,228.748796,228.729996,1
100,0.166278,228.739759,228.657215,228.574354,228.739981,228.657265,228.574652,228.764589,228.709591,228.654535,228.740034,228.657355,228.574718,0.072722,1.000727,0.050556,228.813426,228.796088,228.781718,228.766838,228.748796,1
100,0.167452,228.756616,228.673906,228.591006,228.756726,228.673968,228.591263,228.781405,228.726277,228.671168,228.756621,228.673917,228.591259,0.07323,1.000732,0.050597,228.83247,228.813426,228.796088,228.781718,228.766838,1
100,0.165351,228.773454,228.690603,228.607666,228.773261,228.690592,228.607907,228.798223,228.742968,228.687811,228.773161,228.690467,228.607805,0.072306,1.000723,0.050671,228.849225,228.83247,228.813426,228.796088,228.781718,1
100,0.16335,228.789799,228.707055,228.624162,228.789596,228.706996,228.6244,228.814603,228.759421,228.704291,228.789657,228.706983,228.624331,0.071425,1.000714,0.050659,228.863352,228.849225,228.83247,228.813426,228.796088,1
100,0.16467,228.805966,228.723404,228.640585,228.806063,228.723392,228.640803,228.830808,228.775776,228.720699,228.806184,228.723498,228.640844,0.071998,1.00072,0.05058,228.878719,228.863352,228.849225,228.83247,228.813426,1
100,0.167227,228.822559,228.739959,228.657142,228.822786,228.740007,228.657322,228.847382,228.792331,228.737242,228.822769,228.740049,228.657375,0.073111,1.000731,0.05056,228.897224,228.878719,228.863352,228.849225,228.83247,1
100,0.16695,228.839502,228.7567,228.673826,228.839481,228.756721,228.67398,228.864284,228.809068,228.753915,228.839349,228.756617,228.673927,0.072984,1.00073,0.050632,228.915746,228.897224,228.878719,228.863352,228.849225,1
100,0.164293,228.856162,228.773313,228.690427,228.85591,228.773256,228.69058,228.880948,228.825679,228.770505,228.85587,228.773158,228.690473,0.071817,1.000718,0.05068,228.931131,228.915746,228.897224,228.878719,228.863352,1
100,0.163523,228.872358,228.789687,228.706866,228.872262,228.789623,228.707019,228.89719,228.842058,228.786935,228.872375,228.789673,228.706995,0.071476,1.000715,0.050628,228.945241,228.931131,228.915746,228.897224,228.878719,1
100,0.165897,228.888654,228.806096,228.723325,228.888852,228.806102,228.723453,228.913503,228.858474,228.803384,228.888934,228.806206,228.723518,0.072509,1.000725,0.050559,228.961984,228.945241,228.931131,228.915746,228.897224,1
100,0.167642,228.905456,228.82276,228.739954,228.905616,228.822798,228.740049,228.93027,228.875137,228.820005,228.905533,228.822776,228.740065,0.073266,1.000733,0.050583,228.981068,228.961984,228.945241,228.931131,228.915746,1
100,0.165982,228.922365,228.839493,228.756631,228.922214,228.83947,228.756716,228.947149,228.891866,228.836676,228.922096,228.839342,228.756625,0.072534,1.000725,0.050662,228.998453,228.981068,228.961984,228.945241,228.931131,1
100,0.163584,228.938809,228.855999,228.773159,228.938573,228.855917,228.773252,228.963621,228.908375,228.853198,228.938605,228.855874,228.773166,0.071481,1.000715,0.05067,229.01281,228.998453,228.981068,228.961984,228.945241,1
100,0.164304,228.954963,228.872347,228.789578,228.955003,228.872299,228.789665,228.979818,228.924731,228.869611,228.955132,228.872396,228.789689,0.071791,1.000718,0.050593,229.027656,229.01281,228.998453,228.981068,228.961984,1
100,0.167018,228.971468,228.888861,228.806104,228.971705,228.888884,228.806163,228.996315,228.941249,228.886132,228.971721,228.888951,228.806226,0.072972,1.00073,0.050555,229.045737,229.027656,229.01281,228.998453,228.981068,1
100,0.167405,228.988406,228.905601,228.822783,228.988445,228.905616,228.82282,229.01321,228.957986,228.902807,228.988319,228.905532,228.822788,0.073135,1.000731,0.050616,229.064629,229.045737,229.027656,229.01281,228.998453,1
100,0.164859,229.005169,228.922268,228.839417,229.004931,228.922206,228.839458,229.029966,228.974652,228.919438,229.004862,228.92209,228.839348,0.072017,1.00072,0.050679,229.080605,229.064629,229.045737,229.027656,229.01281,1
100,0.163467,229.021429,228.93868,228.85588,229.021278,228.938594,228.85593,229.046269,228.99107,228.935899,229.021373,228.938617,228.855885,0.071404,1.000714,0.050643,229.094598,229.080605,229.064629,229.045737,229.027656,1
100,0.165479,229.037664,228.955065,228.872322,229.037826,228.955044,228.872357,229.062532,229.007463,228.952337,229.037931,228.955155,228.872415,0.072279,1.000723,0.050565,229.11072,229.094598,229.080605,229.064629,229.045737,1
100,0.167703,229.054395,228.971696,228.888926,229.054596,228.971724,228.888934,229.079234,229.024096,228.968939,229.05454,228.971731,228.888969,0.073245,1.000732,0.05057,229.129688,229.11072,229.094598,229.080605,229.064629,1
100,0.166598,229.071354,228.988455,228.905619,229.071256,228.988436,228.905618,229.096156,229.040852,228.985631,229.071125,228.988313,228.90554,0.072756,1.000728,0.05065,229.147667,229.129688,229.11072,229.094598,229.080605,1
100,0.163943,229.087907,229.00502,228.922185,229.08765,229.004932,228.922197,229.112727,229.05742,229.002198,229.087651,229.004862,228.922097,0.071591,1.000716,0.050677,229.162396,229.147667,229.129688,229.11072,229.094598,1
100,0.164003,229.104072,229.021382,228.938613,229.104051,229.021312,228.938628,229.128938,229.07379,229.018625,229.104179,229.021392,228.938632,0.071613,1.000716,0.050608,229.176813,229.162396,229.147667,229.129688,229.11072,1
100,0.16671,229.120489,229.037856,228.955113,229.120722,229.037862,228.955107,229.145359,229.090271,229.035124,229.12077,229.037951,228.955176,0.07279,1.000728,0.050553,229.194366,229.176813,229.162396,229.147667,229.129688,1
100,0.167756,229.137399,229.054584,228.971783,229.137497,229.054601,228.971755,229.162226,229.106998,229.051794,229.137384,229.054542,228.971745,0.073241,1.000732,0.050601,229.213492,229.194366,229.176813,229.162396,229.147667,1
100,0.165481,229.154255,229.0713,228.988449,229.154045,229.071245,228.988425,229.179065,229.123713,229.068462,229.153949,229.071118,228.988319,0.072242,1.000722,0.050675,229.23011,229.213492,229.194366,229.176813,229.162396,1
100,0.163538,229.170598,229.087762,229.004945,229.170399,229.087665,229.004937,229.195446,229.140179,229.08496,229.17047,229.087659,229.004871,0.071389,1.000714,0.050657,229.244143,229.23011,229.213492,229.194366,229.176813,1
100,0.165056,229.18679,229.104132,229.021378,229.186905,229.104091,229.021364,229.211674,229.156559,229.101393,229.187027,229.104202,229.021411,0.072047,1.00072,0.050576,229.259654,229.244143,229.23011,229.213492,229.194366,1
100,0.167635,229.203438,229.120725,229.037957,229.203668,229.120747,229.037919,229.228302,229.173156,229.117973,229.203643,229.120783,229.03797,0.073168,1.000732,0.050561,229.278355,229.259654,229.244143,229.23011,229.213492,1
100,0.167167,229.220423,229.137499,229.05466,229.220385,229.137491,229.054611,229.245245,229.189928,229.134679,229.220249,229.13738,229.054552,0.072958,1.00073,0.050636,229.296855,229.278355,229.259654,229.244143,229.23011,1
100,0.164413,229.237088,229.154126,229.071268,229.236826,229.154041,229.071233,229.261916,229.206555,229.15129,229.236794,229.153946,229.071124,0.07175,1.000717,0.050682,229.31208,229.296855,229.278355,229.259654,229.244143,1
100,0.163794,229.253288,229.170513,229.087715,229.253206,229.170428,229.08769,229.278164,229.22295,229.167739,229.253326,229.170487,229.087672,0.071475,1.000715,0.050624,229.32619,229.31208,229.296855,229.278355,229.259654,1
100,0.166327,229.269625,229.186954,229.104194,229.269838,229.186945,229.104154,229.294516,229.239399,229.184219,229.269916,229.187049,229.104223,0.072576,1.000726,0.050555,229.34314,229.32619,229.31208,229.296855,229.278355,1
100,0.167984,229.286484,229.203658,229.120849,229.286637,229.203679,229.120787,229.311336,229.256104,229.200877,229.286544,229.203648,229.120799,0.073293,1.000733,0.050586,229.36235,229.34314,229.32619,229.31208,229.296855,1
100,0.16613,229.303418,229.220417,229.137544,229.30325,229.220374,229.137484,229.328243,229.272861,229.217576,229.303132,229.220242,229.137386,0.072478,1.000725,0.050666,229.379622,229.36235,229.34314,229.32619,229.31208,1
100,0.163742,229.319861,229.236934,229.15408,229.319624,229.236835,229.154038,229.344716,229.289383,229.234116,229.319666,229.236799,229.153954,0.071431,1.000714,0.050669,229.393852,229.379622,229.36235,229.34314,229.32619,1
100,0.164661,229.336032,229.253303,229.170514,229.33609,229.253245,229.170474,229.36093,229.305761,229.250552,229.336222,229.253348,229.170504,0.071828,1.000718,0.050589,229.408804,229.393852,229.379622,229.36235,229.34314,1
100,0.167444,229.35259,229.269855,229.187068,229.352835,229.26987,229.187006,229.377477,229.322318,229.267109,229.352842,229.269933,229.187069,0.073037,1.00073,0.050554,229.427098,229.408804,229.393852,229.379622,229.36235,1
100,0.16766,229.369576,229.286632,229.203774,229.369601,229.286634,229.203698,229.394419,229.339094,229.283819,229.369468,229.286542,229.20366,0.073125,1.000731,0.050621,229.446015,229.427098,229.408804,229.393852,229.379622,1
100,0.164975,229.38635,229.303317,229.220423,229.386098,229.303242,229.22036,229.411188,229.355779,229.300473,229.386034,229.303126,229.220247,0.071948,1.000719,0.050682,229.46183,229.446015,229.427098,229.408804,229.393852,1
100,0.163699,229.402609,229.319742,229.236897,229.402468,229.319647,229.23685,229.427494,229.372211,229.316951,229.402572,229.319679,229.23681,0.071387,1.000714,0.05064,229.475778,229.46183,229.446015,229.427098,229.408804,1
100,0.165898,229.418878,229.336156,229.253361,229.419058,229.336132,229.253305,229.443788,229.388634,229.333418,229.419161,229.336246,229.253368,0.072341,1.000723,0.050561,229.492088,229.475778,229.46183,229.446015,229.427098,1
100,0.16808,229.435668,229.352829,229.269997,229.435866,229.352852,229.269918,229.460545,229.405309,229.350058,229.435799,229.352851,229.269951,0.073288,1.000733,0.050572,229.51122,229.492088,229.475778,229.46183,229.446015,1
100,0.166771,229.452659,229.369619,229.286715,229.452543,229.36959,229.286634,229.4775,229.422097,229.366781,229.45241,229.369461,229.28655,0.072711,1.000727,0.050655,229.529121,229.51122,229.492088,229.475778,229.46183,1
100,0.164076,229.469212,229.386198,229.303294,229.46895,229.3861,229.303233,229.494074,229.438678,229.383365,229.46896,229.386035,229.303133,0.07153,1.000715,0.050678,229.543698,229.529121,229.51122,229.492088,229.475778,1
100,0.164325,229.485387,229.402577,229.319738,229.485383,229.402503,229.319684,229.510297,229.455067,229.399813,229.485517,229.402592,229.319695,0.071634,1.000716,0.050604,229.558177,229.543698,229.529121,229.51122,229.492088,1
100,0.167146,229.501853,229.419088,229.336268,229.502098,229.419094,229.336196,229.526764,229.471585,229.416347,229.502138,229.419181,229.336266,0.07286,1.000729,0.050551,229.57595,229.558177,229.543698,229.529121,229.51122,1
100,0.16805,229.518816,229.435856,229.35297,229.518903,229.435869,229.352881,229.543682,229.488353,229.433053,229.518781,229.4358,229.352865,0.073248,1.000732,0.050604,229.595149,229.57595,229.558177,229.543698,229.529121,1
100,0.165603,229.535689,229.452595,229.369657,229.535463,229.452532,229.369577,229.56054,229.505091,229.449746,229.53537,229.452403,229.369466,0.072175,1.000722,0.050678,229.611618,229.595149,229.57595,229.558177,229.543698,1
100,0.163733,229.55203,229.469068,229.386167,229.551836,229.468967,229.386106,229.576921,229.52157,229.466261,229.551917,229.46897,229.386044,0.071355,1.000714,0.050655,229.625563,229.611618,229.595149,229.57595,229.558177,1
100,0.165454,229.568248,229.485465,229.402623,229.568382,229.485425,229.402559,229.593175,229.537976,229.482721,229.568504,229.485541,229.402611,0.072101,1.000721,0.050571,229.641232,229.625563,229.611618,229.595149,229.57595,1
100,0.168041,229.584954,229.5021,229.419236,229.585186,229.502122,229.41915,229.609857,229.554614,229.499339,229.58515,229.502151,229.4192,0.073223,1.000732,0.050561,229.660128,229.641232,229.625563,229.611618,229.595149,1
100,0.167373,229.601979,229.518908,229.435969,229.601923,229.518894,229.435876,229.62684,229.571421,229.516077,229.601783,229.518776,229.435809,0.072926,1.000729,0.050641,229.678593,229.660128,229.641232,229.625563,229.611618,1
100,0.16453,229.618647,229.535551,229.452594,229.618376,229.535459,229.452519,229.643518,229.588065,229.532708,229.618352,229.535367,229.452408,0.071682,1.000717,0.050683,229.693652,229.678593,229.660128,229.641232,229.625563,1
100,0.164077,229.634852,229.551953,229.469057,229.634784,229.551867,229.468995,229.659772,229.604476,229.549176,229.634911,229.551935,229.468983,0.071479,1.000715,0.05062,229.707775,229.693652,229.678593,229.660128,229.641232,1
100,0.166764,229.651232,229.568428,229.485566,229.65146,229.568422,229.485489,229.676164,229.620959,229.565688,229.651533,229.568527,229.485561,0.072646,1.000726,0.050552,229.724941,229.707775,229.693652,229.678593,229.660128,1
100,0.168319,229.668148,229.585175,229.502256,229.668292,229.585195,229.50216,229.693039,229.637706,229.582384,229.66819,229.585155,229.502167,0.073317,1.000733,0.050589,229.744269,229.724941,229.707775,229.693652,229.678593,1
100,0.166267,229.685105,229.60196,229.518976,229.684919,229.601911,229.518885,229.70997,229.654489,229.59911,229.684802,229.601775,229.518782,0.072418,1.000724,0.050671,229.761416,229.744269,229.724941,229.707775,229.693652,1
100,0.163903,229.701545,229.618489,229.535527,229.701309,229.618386,229.535458,229.726443,229.671024,229.615667,229.701361,229.618357,229.535375,0.071383,1.000714,0.050667,229.775522,229.761416,229.744269,229.724941,229.707775,1
100,0.16503,229.717735,229.63488,229.551983,229.717812,229.634824,229.551915,229.742677,229.687424,229.632127,229.717947,229.634934,229.551952,0.071869,1.000719,0.050584,229.790593,229.775522,229.761416,229.744269,229.724941,1
100,0.167872,229.734348,229.651473,229.568572,229.734599,229.65149,229.568483,229.759275,229.704022,229.64872,229.734598,229.651549,229.568547,0.073102,1.000731,0.050553,229.809105,229.790593,229.775522,229.761416,229.744269,1
100,0.167904,229.751381,229.668288,229.585311,229.75139,229.668288,229.585211,229.776263,229.720836,229.665465,229.75125,229.668186,229.585166,0.07311,1.000731,0.050625,229.828032,229.809105,229.790593,229.775522,229.761416,1
100,0.165086,229.768163,229.684992,229.60198,229.767898,229.684911,229.601896,229.793043,229.73754,229.682141,229.76784,229.684797,229.60178,0.071877,1.000719,0.050684,229.843679,229.828032,229.809105,229.790593,229.775522,1
100,0.163941,229.784423,229.70143,229.618471,229.784292,229.701334,229.618404,229.809351,229.753986,229.698637,229.784405,229.701376,229.618369,0.071374,1.000714,0.050636,229.857592,229.843679,229.828032,229.809105,229.790593,1
100,0.166326,229.800728,229.717875,229.634963,229.800925,229.717854,229.634886,229.82568,229.77044,229.715134,229.801025,229.717971,229.634955,0.072407,1.000724,0.050557,229.874101,229.857592,229.843679,229.828032,229.809105,1
100,0.168452,229.817576,229.734591,229.651636,229.81777,229.734615,229.651538,229.842492,229.787158,229.731812,229.817694,229.734606,229.651567,0.073328,1.000733,0.050574,229.893392,229.874101,229.857592,229.843679,229.828032,1
100,0.166934,229.834599,229.751411,229.668382,229.834463,229.751378,229.668284,229.85948,229.803975,229.748564,229.834329,229.751243,229.668194,0.072661,1.000727,0.05066,229.911202,229.893392,229.874101,229.857592,229.843679,1
100,0.164211,229.851149,229.768003,229.684979,229.850884,229.767902,229.684902,229.876055,229.820571,229.765167,229.850904,229.767842,229.684803,0.07147,1.000715,0.050677,229.925627,229.911202,229.893392,229.874101,229.857592,1
100,0.164658,229.867337,229.784401,229.701443,229.86735,229.78433,229.701374,229.892291,229.836978,229.781637,229.86749,229.784427,229.701392,0.071661,1.000717,0.050599,229.94018,229.925627,229.911202,229.893392,229.874101,1
100,0.167588,229.883854,229.800951,229.718007,229.884109,229.800961,229.717919,229.908805,229.853535,229.798205,229.884142,229.801045,229.717992,0.072931,1.000729,0.050549,229.95818,229.94018,229.925627,229.911202,229.893392,1
100,0.168335,229.900869,229.81776,229.734745,229.900943,229.817771,229.734641,229.925774,229.870343,229.814948,229.900813,229.817693,229.734619,0.07325,1.000733,0.050608,229.97744,229.95818,229.94018,229.925627,229.911202,1
100,0.165718,229.917757,229.834521,229.751455,229.917514,229.834452,229.751363,229.942648,229.887103,229.831665,229.917426,229.834322,229.751248,0.072105,1.000721,0.050682,229.99375,229.97744,229.95818,229.94018,229.925627,1
100,0.163935,229.934095,229.851006,229.767981,229.933908,229.850903,229.76791,229.95903,229.903594,229.848197,229.933999,229.850914,229.767852,0.071325,1.000713,0.050652,230.007614,229.99375,229.97744,229.95818,229.94018,1
100,0.165863,229.950342,229.86743,229.784463,229.950494,229.867393,229.784388,229.975312,229.920028,229.864684,229.950616,229.867514,229.784446,0.072159,1.000722,0.050566,230.023455,230.007614,229.99375,229.97744,229.95818,1
100,0.168444,229.967106,229.884107,229.801114,229.967339,229.884132,229.801016,229.992048,229.936709,229.881339,229.967293,229.884155,229.801064,0.073277,1.000733,0.050562,230.042545,230.023455,230.007614,229.99375,229.97744,1
100,0.167568,229.984171,229.90095,229.817878,229.984095,229.900933,229.817775,230.00907,229.95355,229.89811,229.983951,229.900806,229.817702,0.072889,1.000729,0.050646,230.06096,230.042545,230.023455,230.007614,229.99375,1
100,0.164646,230.000839,229.917607,229.834521,230.00056,229.917512,229.834438,230.025753,229.970209,229.91476,230.000544,229.917424,229.834327,0.071613,1.000716,0.050684,230.075848,230.06096,230.042545,230.023455,230.007614,1
100,0.164371,230.01705,229.934025,229.851004,230.016997,229.933941,229.850933,230.042014,229.986636,229.931247,230.017132,229.934018,229.850928,0.071489,1.000715,0.050615,230.089998,230.075848,230.06096,230.042545,230.023455,1
100,0.167209,230.033475,229.950536,229.867545,230.033718,229.950534,229.867459,230.058449,230.003155,229.947793,230.033785,229.950639,229.867535,0.072718,1.000727,0.050549,230.107389,230.089998,230.075848,230.06096,230.042545,1
100,0.168645,230.050448,229.967326,229.884272,230.050582,229.967346,229.884168,230.075377,230.019944,229.964526,230.050471,229.967296,229.88417,0.073337,1.000733,0.050592,230.126825,230.107389,230.089998,230.075848,230.06096,1
100,0.166395,230.067427,229.984136,229.901018,230.067222,229.984082,229.900921,230.092332,230.036753,229.981279,230.067107,229.983943,229.900812,0.072353,1.000724,0.050675,230.143835,230.126825,230.107389,230.089998,230.075848,1
