n_row;new_switch;cur_switch;current_model_id;new_model_id;weights;ts;ret_ts;ts_n1_pre;ts_n2_pre;ts_n1_post;ts_n2_post
27;NONE;NONE;1;-1;(1, 0);2.269.378.414.602.690;6,28E+09;22.693.945.691.192.400;20.491.032.761.725.900;21.429.824.809.976.700;22.588.476.211.205.700
28;NONE;NONE;1;-1;(1, 0);22.692.280.018.350.400;6,63E+10;22.692.425.945.946.400;16.839.560.410.783.000;22.553.007.405.672.600;22.680.675.623.374.900
29;NONE;NONE;1;-1;(1, 0);2.269.047.826.512.550;7,94E+10;2.269.070.101.657.510;37.712.264.980.046.200;23.956.417.023.070.700;22.795.966.484.131.300
30;NONE;NONE;1;-1;(1, 0);22.688.635.826.636.000;8,12E+10;22.688.864.900.190.300;40.244.393.305.880.700;23.822.621.925.289.800;22.783.136.360.041.200
31;NONE;NONE;1;-1;(1, 0);22.687.075.598.376.000;6,88E+09;22.687.224.450.734.900;15.224.586.141.357.400;2.353.949.661.632.680;2.275.811.684.026.430
32;NONE;NONE;1;-1;(1, 0);22.685.669.734.916.200;6,20E+10;22.685.733.062.970.300;48.197.515.248.713.000;2.324.057.005.841.340;22.731.918.302.512.800
33;NONE;NONE;1;-1;(1, 0);2.268.404.317.036.500;7,17E+10;22.684.143.192.922.700;7.383.604.901.449.300;21.004.615.156.072.200;225.440.599.946.839
34;NONE;NONE;1;-1;(1, 0);22.682.173.371.127.100;8,24E+10;22.682.191.885.173.100;3.238.180.467.833.020;22.438.814.717.140.400;22.661.887.342.100.300
35;NONE;NONE;1;-1;(1, 0);22.680.427.285.489.300;7,70E+10;22.680.376.519.804.300;15.291.670.980.613.200;22.858.521.558.695.600;22.695.274.112.077.200
36;NONE;NONE;1;-1;(1, 0);22.678.974.933.665.800;6,40E+10;22.678.798.184.101.200;2.965.400.235.636.710;22.255.534.829.057.800;22.643.672.594.682.600
37;NONE;NONE;1;-1;(1, 0);22.677.516.771.733.600;6,43E+10;22.677.290.530.040.600;15.605.290.305.862.700;2.111.663.425.123.330;22.547.377.121.859.900
38;NONE;NONE;1;-1;(1, 0);2.267.576.199.664.130;7,74E+10;2.267.548.549.541.260;9.077.286.226.979.620;22.824.137.064.668.200;22.688.133.826.950.800
39;NONE;NONE;1;-1;(1, 0);2.267.389.406.399.800;8,24E+10;22.673.694.257.199.900;1.972.361.521.334.020;22.770.574.686.760.000;22.681.956.165.090.900
40;NONE;NONE;1;-1;(1, 0);226.722.782.049.379;7,13E+10;2.267.220.737.567.520;8.919.607.921.305.560;25.160.206.377.679.300;22.879.758.849.985.600
41;NONE;NONE;1;-1;(1, 0);22.670.877.256.033.900;6,18E+10;22.670.876.693.093.100;23.022.976.234.380.600;18.329.137.895.645.900;22.308.775.745.358.800
42;NONE;NONE;1;-1;(1, 0);22.669.310.143.826.000;6,91E+10;22.669.378.857.873.600;5.310.611.103.434.690;2.239.921.288.609.180;2.264.678.244.744.510
43;NONE;NONE;1;-1;(1, 0);22.667.461.012.709.200;8,16E+10;2.266.756.241.847.770;7.418.455.454.643.110;22.163.660.282.973.000;2.262.543.764.741.950
44;NONE;NONE;1;-1;(1, 0);22.665.665.339.298.300;7,92E+10;22.665.685.320.746.100;3.147.434.140.641.290;2.321.999.634.692.890;227.119.072.333.063
45;NONE;NONE;1;-1;(1, 0);22.664.174.051.904.600;6,58E+10;22.664.160.360.498.000;20.536.066.075.835.100;24.101.213.617.942.100;22.784.058.746.866.000
46;NONE;NONE;1;-1;(1, 0);22.662.751.665.088.900;6,28E+10;22.662.875.604.800.200;12.795.356.398.491.500;22.671.309.764.227.200;2.266.346.566.734.950
47;NONE;NONE;1;-1;(1, 0);22.661.052.004.473.500;7,50E+09;22.661.277.153.334.000;39.449.652.718.173.000;2.256.023.489.304.890;22.652.640.201.415.800
48;NONE;NONE;1;-1;(1, 0);22.659.172.058.803.700;8,30E+10;22.659.336.383.320.700;2.139.954.775.622.030;2.312.369.853.795.940;22.697.933.628.079.200
49;NONE;NONE;1;-1;(1, 0);22.657.497.829.622.200;7,39E+10;22.657.717.100.178.300;398.041.655.909.796;23.983.075.466.189.600;22.768.116.423.876.000
50;NONE;NONE;1;-1;(1, 0);22.656.087.177.713.800;6,23E+10;22.656.252.242.801.300;1.925.052.117.054.430;22.509.631.765.635.300;22.643.864.807.576.300
51;NONE;NONE;1;-1;(1, 0);22.654.576.390.348.900;6,67E+09;22.654.736.281.894.500;18.044.853.668.300.200;21.394.700.380.330.400;22.549.426.996.352.100
52;NONE;NONE;1;-1;(1, 0);22.652.761.323.384.800;8,01E+10;22.652.882.248.569.000;1.202.500.100.843.480;21.140.894.791.873.400;22.526.570.661.725.100
53;NONE;NONE;1;-1;(1, 0);22.650.924.578.659.400;8,11E+10;2.265.110.617.856.580;22.457.335.170.021.800;2.153.689.532.810.840;2.255.793.258.179.460
54;NONE;NONE;1;-1;(1, 0);22.649.384.347.238.500;6,80E+10;22.649.511.940.445.000;11.573.392.922.269.400;239.992.528.708.142;22.762.070.352.287.500
55;NONE;NONE;1;-1;(1, 0);22.647.985.175.202.100;6,18E+10;2.264.802.414.709.660;34.943.520.540.306.300;239.234.184.626.393;22.754.463.960.701.700
56;NONE;NONE;1;-1;(1, 0);22.646.345.615.033.400;7,24E+10;22.646.449.465.470.100;7.384.012.663.275.190;2.291.250.002.182.320;22.668.566.965.241.800
57;NONE;NONE;1;-1;(1, 0);22.644.468.249.931.400;8,29E+09;22.644.500.407.796.800;3.586.779.763.411.740;2.466.519.433.834.240;2.281.319.356.011.110
58;NONE;NONE;1;-1;(1, 0);2.264.273.651.470.110;7,65E+10;22.642.560.725.385.700;3.703.487.387.327.970;22.735.541.855.898.000;2.265.048.610.909.350
59;NONE;NONE;1;-1;(1, 0);22.641.301.876.035.300;6,34E+10;22.641.209.767.769.000;11.155.849.363.991.200;21.196.884.951.514.500;22.520.679.997.748.100
60;NONE;NONE;1;-1;(1, 0);22.639.840.806.901.200;6,45E+10;22.639.735.552.632.400;9.409.269.396.495.210;21.737.794.919.795.000;22.564.506.954.731.500
61;NONE;NONE;1;-1;(1, 0);22.638.071.468.212.300;7,82E+10;22.637.996.562.331.000;13.011.747.841.232.300;2.368.150.355.927.540;22.725.219.920.040.600
62;NONE;NONE;1;-1;(1, 0);22.636.204.960.177.200;8,25E+10;2.263.613.559.219.910;13.760.587.031.124.300;23.516.495.431.312.500;22.709.733.729.442.000
63;NONE;NONE;1;-1;(1, 0);22.634.608.634.287.500;7,05E+10;2.263.447.911.567.350;6.747.709.445.929.620;2.103.201.670.012.330;22.500.738.137.049.800
64;NONE;NONE;1;-1;(1, 0);22.633.218.466.469.800;6,14E+10;22.633.196.527.778.100;2.914.452.888.366.960;22.146.401.284.894.500;2.259.255.030.906.560
65;NONE;NONE;1;-1;(1, 0);22.631.640.464.479.500;6,97E+10;22.631.688.598.375.000;6.747.882.965.181.880;21.997.192.463.238.000;22.578.635.699.650.100
66;NONE;NONE;1;-1;(1, 0);226.297.805.104.189;8,22E+10;2.262.986.772.243.610;10.038.766.483.103.200;24.115.333.953.869.600;22.753.900.820.605.300
67;NONE;NONE;1;-1;(1, 0);22.627.995.765.228.300;7,89E+10;2.262.809.304.564.250;1.116.871.203.420.490;22.808.562.183.666.600;22.643.083.561.409.900
68;NONE;NONE;1;-1;(1, 0);22.626.524.078.054.000;6,50E+09;22.626.730.836.011.000;4.558.980.444.477.060;23.227.279.276.365.900;22.676.725.337.047.900
69;NONE;NONE;1;-1;(1, 0);22.625.102.970.332.600;6,28E+10;22.625.299.725.992.900;3.991.342.198.196.350;23.578.010.858.576.700;22.704.736.372.649.100
70;NONE;NONE;1;-1;(1, 0);22.623.388.533.353.900;7,58E+10;22.623.631.211.439.300;662.388.718.170.067;22.728.776.281.362.200;22.632.196.332.122.800
71;NONE;NONE;1;-1;(1, 0);2.262.150.572.735.310;8,32E+10;22.621.796.367.482.900;10.723.754.378.943.200;22.456.127.967.679.400;22.607.683.102.895.100
72;NONE;NONE;1;-1;(1, 0);22.619.849.520.134.000;7,32E+09;2.262.032.137.274.820;8.489.570.744.165.760;20.451.708.368.165.700;22.438.618.408.343.400
73;NONE;NONE;1;-1;(1, 0);22.618.453.334.871.800;6,17E+10;22.618.973.002.051.300;16.227.304.152.507.000;22.462.896.685.120.500;2.260.544.982.503.830
74;NONE;NONE;1;-1;(1, 0);2.261.693.465.074.220;6,71E+10;22.617.559.773.964.200;6.034.000.955.783.820;23.273.285.662.685.300;22.671.804.950.094.700
75;NONE;NONE;1;-1;(1, 0);22.615.106.265.707.500;8,08E+10;22.615.700.910.648.400;4.404.683.858.232.700;23.340.477.683.660.900;22.675.751.505.797.000
76;NONE;NONE;1;-1;(1, 0);22.613.276.443.513.500;8,09E+10;2.261.397.033.112.470;12.287.353.508.143.500;240.178.816.489.817;22.730.719.053.767.200
77;NONE;NONE;1;-1;(1, 0);22.611.756.701.265.500;6,72E+09;22.612.360.067.584.900;39.863.558.138.642.200;22.639.244.373.622.600;22.614.055.169.866.200
78;NONE;NONE;1;-1;(1, 0);2.261.036.317.840.510;6,16E+10;2.261.100.293.245.430;6.534.111.647.201.490;22.835.578.994.345.100;22.629.196.471.327.200
79;NONE;NONE;1;-1;(1, 0);2.260.870.970.366.660;7,31E+10;22.609.414.550.556.700;1.376.104.810.421.510;21.099.203.767.559.300;2.248.247.058.284.990
80;NONE;NONE;1;-1;(1, 0);22.606.825.440.688.500;8,33E+10;22.607.564.672.119.900;19.440.942.867.758.300;2.280.185.234.159.290;22.623.136.788.645.800
81;NONE;NONE;1;-1;(1, 0);22.605.109.238.472.200;7,59E+10;22.605.840.526.479.700;17.821.575.844.547.000;23.787.191.785.771.400;2.270.398.187.354.820
82;NONE;NONE;1;-1;(1, 0);22.603.692.111.087.900;6,27E+10;2.260.438.546.408.140;10.749.121.426.116.300;23.625.523.372.446.900;2.268.916.624.632.730
83;NONE;NONE;1;-1;(1, 0);22.602.226.860.917.000;6,48E+10;22.602.967.953.822.400;1.991.301.792.877.640;22.379.092.208.292.800;2.258.356.088.483.500
84;NONE;NONE;1;-1;(1, 0);2.260.044.264.190.690;7,89E+09;22.601.194.331.553.900;22.291.603.387.628.100;22.529.610.214.773.800;22.594.516.799.576.500
85;NONE;NONE;1;-1;(1, 0);2.259.857.870.101.650;8,25E+10;2.259.933.397.478.260;23.129.607.785.898.400;2.298.884.960.668.920;22.631.231.466.113.000
86;NONE;NONE;1;-1;(1, 0);22.597.002.677.586.000;6,97E+10;22.597.776.925.787.600;2.905.852.826.837.550;23.567.588.909.581.700;22.678.214.303.032.000
87;NONE;NONE;1;-1;(1, 0);22.595.622.447.355.000;6,11E+10;22.596.551.913.017.700;24.375.915.659.595.300;22.249.099.682.141.900;22.566.626.161.301.800
88;NONE;NONE;1;-1;(1, 0);22.594.032.438.183.100;7,04E+10;22.594.916.330.009.200;14.187.567.552.322.200;2.236.709.964.419.020;22.575.041.849.572.800
89;NONE;NONE;1;-1;(1, 0);22.592.162.050.621.700;8,28E+10;22.593.097.483.123.000;23.903.917.449.019.700;22.873.288.408.474.300;22.615.689.707.893.900
90;NONE;NONE;1;-1;(1, 0);22.590.389.503.017.000;7,85E+10;22.591.349.640.648.100;31.133.127.775.617.500;21.044.206.991.953.300;22.460.978.277.152.200
91;NONE;NONE;1;-1;(1, 0);225.889.375.284.556;6,43E+10;2.258.980.973.880.090;9.914.883.482.043.740;24.469.812.539.910.800;22.746.371.715.488.700
92;NONE;NONE;1;-1;(1, 0);22.587.516.465.193.000;6,29E+10;22.588.445.372.644.900;21.095.596.382.073.100;24.015.819.425.483.600;22.707.076.702.327.100
93;NONE;NONE;1;-1;(1, 0);22.585.786.635.884.000;7,66E+10;22.586.806.964.216.400;5.734.107.036.087.000;19.756.673.386.293.400;22.348.949.377.480.700
94;NONE;NONE;1;-1;(1, 0);22.583.901.952.537.400;8,34E+10;22.584.857.227.144.100;2.987.902.273.310.020;22.756.757.707.069.800;2.259.837.366.003.960
95;NONE;NONE;1;-1;(1, 0);22.582.264.772.467.500;7,25E+10;22.583.327.963.212.500;10.397.805.840.878.900;22.136.182.555.990.100;22.544.915.484.354.900
96;NONE;NONE;1;-1;(1, 0);22.580.882.465.081.200;6,12E+10;22.582.173.929.494.800;23.621.420.275.074.000;20.274.278.007.941.300;22.387.744.731.733.500
97;NONE;NONE;1;-1;(1, 0);22.579.354.632.657.800;6,77E+10;22.580.572.977.025.400;9.566.788.768.287.050;23.020.741.675.728.000;22.616.315.569.373.400
98;NONE;NONE;1;-1;(1, 0);22.577.513.009.738.600;8,16E+10;22.578.617.877.486.500;29.868.201.209.285.000;2.187.059.692.934.250;2.251.831.233.274.510
99;NONE;NONE;1;-1;(1, 0);22.575.691.389.666.200;8,07E+10;22.576.893.613.929.700;8.211.672.013.345.510;2.131.345.087.581.530;22.469.976.546.589.700
100;NONE;NONE;1;-1;(1, 0);22.574.192.563.107.900;6,64E+09;22.575.399.232.326.300;869.343.830.780.074;22.851.620.517.069.600;2.259.742.918.050.570
101;NONE;NONE;1;-1;(1, 0);22.572.803.570.772.800;6,15E+09;22.574.057.919.046.400;1.665.198.024.816.110;2.275.444.119.837.930;22.588.017.984.858.000
102;NONE;NONE;1;-1;(1, 0);2.257.113.529.717.730;7,39E+10;22.572.570.703.328.100;12.973.525.354.597.100;2.279.260.437.696.100;22.589.687.462.710.400
103;NONE;NONE;1;-1;(1, 0);22.569.244.895.251.200;8,38E+10;22.570.561.771.942.400;3.969.090.622.352.280;22.226.208.544.243.500;22.540.506.796.782.500
104;NONE;NONE;1;-1;(1, 0);2.256.754.541.019.110;7,53E+10;2.256.898.759.820.980;16.017.422.029.167.900;22.826.618.166.942.100;22.589.251.037.158.200
105;NONE;NONE;1;-1;(1, 0);22.566.145.501.846.800;6,20E+10;2.256.762.039.279.920;24.940.747.532.390.800;21.647.716.807.669.300;2.248.919.295.936.670
106;NONE;NONE;1;-1;(1, 0);22.564.674.758.855.800;6,52E+10;22.566.246.214.500.900;8.640.484.049.614.290;2.361.791.272.318.680;2.265.292.834.067.520
107;NONE;NONE;1;-1;(1, 0);22.562.875.418.230.600;7,97E+10;2.256.463.653.152.580;6.346.935.443.296.670;2.171.334.469.295.540;2.249.168.532.545.430
108;NONE;NONE;1;-1;(1, 0);22.561.015.255.332.400;8,24E+10;22.562.766.572.409.100;5.753.427.986.939.320;2.506.436.563.622.180;2.277.081.159.858.940
109;NONE;NONE;1;-1;(1, 0);22.559.460.255.524.100;6,89E+10;22.561.299.070.614.200;16.694.033.525.609.300;24.245.837.845.053.300;2.270.079.893.552.270
110;NONE;NONE;1;-1;(1, 0);22.558.089.031.552.500;6,08E+10;22.559.974.621.041.200;3.186.349.262.754.620;2.186.882.775.306.900;22.500.317.153.153.100
111;NONE;NONE;1;-1;(1, 0);22.556.485.910.783.100;7,11E+10;2.255.831.965.927.210;17.315.040.631.562.800;22.771.622.348.147.900;22.574.519.303.665.300
112;NONE;NONE;1;-1;(1, 0);22.554.605.572.431.900;8,34E+10;22.556.396.034.519.300;11.220.970.441.144.000;23.082.436.694.859.400;22.598.853.676.894.300
113;NONE;NONE;1;-1;(1, 0);2.255.284.651.625.080;7,80E+10;22.554.679.499.560.200;1.774.733.689.854.170;20.665.972.990.772.400;2.239.465.749.454.280
114;NONE;NONE;1;-1;(1, 0);22.551.414.283.041.700;6,35E+10;22.553.128.608.723.700;3.711.109.832.680.680;2.137.716.612.692.020;22.452.963.082.324.800
115;NONE;NONE;1;-1;(1, 0);2.254.999.197.146.680;6,31E+10;22.551.599.614.067.500;8.999.380.494.048.860;2.308.159.145.491.900;2.259.456.509.533.110
116;NONE;NONE;1;-1;(1, 0);22.548.246.194.381.000;7,74E+10;22.549.970.056.984.400;3.172.470.825.032.980;20.501.433.102.154.600;22.376.613.376.919.500
117;NONE;NONE;1;-1;(1, 0);2.254.636.069.927.860;8,36E+10;22.548.021.438.375.100;16.869.094.274.723.600;23.615.825.020.804.500;22.636.046.721.725.000
118;NONE;NONE;1;-1;(1, 0);22.544.743.524.078.100;7,17E+10;22.546.541.910.808.100;8.444.275.828.690.540;23.285.071.467.044.100;22.606.832.394.137.400
119;NONE;NONE;1;-1;(1, 0);22.543.374.411.962.000;6,07E+11;22.545.091.328.551.900;27.452.754.112.617.000;21.870.640.978.327.200;22.486.951.044.604.800
120;NONE;NONE;1;-1;(1, 0);22.541.836.169.559.900;6,82E+10;22.543.547.805.728.100;2.576.290.943.886.520;2.171.737.305.115.810;22.472.682.240.966.800
121;NONE;NONE;1;-1;(1, 0);22.539.981.478.946.000;8,23E+10;22.541.714.748.874.000;32.163.282.484.561.800;20.835.977.297.365.400;22.397.042.059.157.000
122;NONE;NONE;1;-1;(1, 0);2.253.816.938.693.590;8,04E+10;22.539.854.261.909.200;1.943.857.652.232.300;2.434.378.926.602.190;22.689.644.959.419.800
123;NONE;NONE;1;-1;(1, 0);22.536.691.830.997.100;6,56E+10;225.384.349.420.799;4.100.906.613.176.710;22.439.577.745.387.900;22.528.544.282.151.500
124;NONE;NONE;1;-1;(1, 0);22.535.306.175.314.600;6,15E+10;2.253.695.843.226.530;11.887.975.300.181.500;22.171.444.922.360.200;22.504.777.549.117.600
125;NONE;NONE;1;-1;(1, 0);22.533.622.260.133.500;7,47E+10;22.535.188.631.315.300;4.538.148.120.703.520;22.346.739.687.170.300;22.517.941.297.911.200
126;NONE;NONE;1;-1;(1, 0);22.531.726.570.303.500;8,41E+10;2.253.337.268.267.170;1.006.497.279.943.280;23.416.741.739.453.400;22.605.992.762.272.600
127;NONE;NONE;1;-1;(1, 0);22.530.044.981.903.400;7,46E+10;22.531.692.375.267.000;10.224.336.610.359.700;22.673.885.708.326.000;2.254.211.630.078.040
128;NONE;NONE;1;-1;(1, 0);22.528.661.906.162.300;6,14E+10;22.530.332.714.162.500;14.099.950.469.285.200;2.325.294.463.173.530;22.589.448.476.883.000
129;NONE;NONE;1;-1;(1, 0);22.527.184.325.379.600;6,56E+10;22.528.935.938.814.600;39.704.800.406.529.200;21.284.766.590.772.100;22.422.905.617.069.300
130;NONE;NONE;1;-1;(1, 0);22.525.369.702.957.900;8,06E+10;22.527.041.000.478.400;17.219.396.632.095.200;2.093.058.714.578.640;22.391.505.498.040.800
131;NONE;NONE;1;-1;(1, 0);22.523.514.594.766.300;8,24E+10;22.525.090.307.594.600;6.508.921.705.918.810;23.972.671.997.892.100;22.645.165.211.243.300
132;NONE;NONE;1;-1;(1, 0);22.521.981.284.911.100;6,81E+10;2.252.366.541.941.360;24.812.447.359.242.400;2.298.078.403.160.610;22.560.498.451.287.900
133;NONE;NONE;1;-1;(1, 0);22.520.618.047.817.100;6,05E+09;22.522.268.002.747.000;1.546.629.122.650.270;22.256.046.869.918.800;22.498.405.563.230.000
134;NONE;NONE;1;-1;(1, 0);22.519.000.730.638.900;7,18E+09;2.252.059.140.474.800;7.744.386.339.050.800;2.209.275.292.973.380;22.483.211.863.621.800
135;NONE;NONE;1;-1;(1, 0);2.251.711.102.037.080;8,39E+10;2.251.874.960.478.920;1.252.307.797.754.610;23.166.727.688.200.900;22.571.659.092.230.100
136;NONE;NONE;1;-1;(1, 0);22.515.366.768.444.200;7,75E+10;22.517.068.270.802.800;2.480.070.948.924.370;215.073.840.249.883;22.430.720.272.462.900
137;NONE;NONE;1;-1;(1, 0);22.513.954.216.573.200;6,27E+10;22.515.739.864.210.400;7.659.275.156.464.810;2.429.612.754.959.520;22.663.623.636.663.400
138;NONE;NONE;1;-1;(1, 0);22.512.529.309.220.500;6,33E+10;22.514.244.438.451.400;30.091.759.251.724.100;22.342.260.229.773.500;2.249.822.896.766.780
139;NONE;NONE;1;-1;(1, 0);22.510.767.095.928.800;7,83E+10;22.512.403.668.243.800;12.971.734.681.998.800;22.705.847.219.248.700;22.527.152.518.285.600
140;NONE;NONE;1;-1;(1, 0);2.250.888.193.642.430;8,37E+10;22.510.533.223.011.900;1.505.391.835.056.790;24.346.416.186.620.000;22.663.235.419.169.200
141;NONE;NONE;1;-1;(1, 0);22.507.285.709.496.500;7,09E+10;225.091.293.106.622;14.706.164.988.789.600;2.276.653.484.042.620;22.529.064.266.389.600
142;NONE;NONE;1;-1;(1, 0);22.505.929.014.300.000;6,03E+10;22.507.623.187.392.300;18.355.735.082.991.600;23.597.651.992.760.900;2.259.764.613.666.410
143;NONE;NONE;1;-1;(1, 0);22.504.379.096.179.000;6,89E+09;22.505.994.832.739.900;706.026.338.389.761;23.718.276.094.908.300;22.606.367.246.674.200
144;NONE;NONE;1;-1;(1, 0);22.502.511.602.428.900;8,30E+09;2.250.417.568.875.090;11.533.560.261.203.000;20.179.338.164.385.400;22.307.309.022.708.900
145;NONE;NONE;1;-1;(1, 0);22.500.710.406.410.500;8,00E+09;2.250.235.160.658.920;9.082.473.398.229.780;2.346.637.648.946.750;22.581.856.134.516.000
146;NONE;NONE;1;-1;(1, 0);22.499.254.398.306.100;6,47E+10;2.250.086.630.775.800;6.217.142.898.142.980;24.351.061.770.184.800;2.265.487.338.960.300
147;NONE;NONE;1;-1;(1, 0);22.497.870.812.090.700;6,15E+09;2.249.953.196.083.190;12.200.289.100.829.700;21.916.666.771.271.800;2.244.902.558.646.720
148;NONE;NONE;1;-1;(1, 0);2.249.617.046.106.580;7,56E+10;22.497.753.235.028.700;5.110.511.066.516.250;21.534.249.226.737.700;22.415.323.103.240.400
149;NONE;NONE;1;-1;(1, 0);2.249.427.042.735.360;8,45E+10;22.495.864.925.075.300;5.750.040.267.782.850;23.097.317.576.848.200;22.544.959.491.210.200
150;NONE;NONE;1;-1;(1, 0);22.492.607.903.897.600;7,39E+10;22.494.132.876.709.700;2.611.190.792.732.220;230.271.470.710.249;22.537.541.857.612.800
151;NONE;NONE;1;-1;(1, 0);22.491.241.176.618.600;6,08E+11;22.492.621.841.128.700;35.512.353.346.125.500;24.480.236.187.473.400;2.265.844.845.761.140
152;NONE;NONE;1;-1;(1, 0);22.489.755.385.072.700;6,61E+10;22.491.123.481.631.900;30.296.900.836.890.500;21.092.679.129.865.700;22.372.300.713.929.800
153;NONE;NONE;1;-1;(1, 0);22.487.925.407.387.900;8,14E+10;22.489.213.940.577.800;1.333.072.671.945.030;23.424.324.647.347.600;22.566.656.553.576.400
154;NONE;NONE;1;-1;(1, 0);22.486.076.693.533.400;8,22E+10;22.487.236.629.855.500;3.581.847.783.790.830;2.203.620.976.587.480;22.448.249.397.970.200
155;NONE;NONE;1;-1;(1, 0);22.484.565.678.328.700;6,72E+10;22.485.703.783.477.300;2.728.127.075.358.040;21.164.870.410.181.300;22.373.590.955.213.200
156;NONE;NONE;1;-1;(1, 0);2.248.320.932.090.120;6,03E+10;22.484.252.963.136.800;731.783.393.383.632;22.520.908.672.274.300;22.486.379.694.829.300
